layer,cosine_similarity,example_id,filler_type,position_ratio,total_tokens,experiment
14,0.94268614,example_0002,natural,0.5,8192,bloat_sweep
15,0.9357842,example_0002,natural,0.5,8192,bloat_sweep
16,0.9303332,example_0002,natural,0.5,8192,bloat_sweep
17,0.947349,example_0002,natural,0.5,8192,bloat_sweep
18,0.96002567,example_0002,natural,0.5,8192,bloat_sweep
19,0.95011795,example_0002,natural,0.5,8192,bloat_sweep
20,0.9658281,example_0002,natural,0.5,8192,bloat_sweep
21,0.9785128,example_0002,natural,0.5,8192,bloat_sweep
22,0.9796622,example_0002,natural,0.5,8192,bloat_sweep
23,0.9698792,example_0002,natural,0.5,8192,bloat_sweep
0,0.99916345,example_0003,natural,0.5,8192,bloat_sweep
1,0.9986509,example_0003,natural,0.5,8192,bloat_sweep
2,0.9976611,example_0003,natural,0.5,8192,bloat_sweep
3,0.9954733,example_0003,natural,0.5,8192,bloat_sweep
4,0.992216,example_0003,natural,0.5,8192,bloat_sweep
5,0.98850673,example_0003,natural,0.5,8192,bloat_sweep
6,0.98412204,example_0003,natural,0.5,8192,bloat_sweep
7,0.9814565,example_0003,natural,0.5,8192,bloat_sweep
8,0.9799164,example_0003,natural,0.5,8192,bloat_sweep
9,0.98266107,example_0003,natural,0.5,8192,bloat_sweep
10,0.981615,example_0003,natural,0.5,8192,bloat_sweep
11,0.97727525,example_0003,natural,0.5,8192,bloat_sweep
12,0.95249677,example_0003,natural,0.5,8192,bloat_sweep
13,0.93038106,example_0003,natural,0.5,8192,bloat_sweep
14,0.93845373,example_0003,natural,0.5,8192,bloat_sweep
15,0.917891,example_0003,natural,0.5,8192,bloat_sweep
16,0.9090662,example_0003,natural,0.5,8192,bloat_sweep
17,0.9321826,example_0003,natural,0.5,8192,bloat_sweep
18,0.9278208,example_0003,natural,0.5,8192,bloat_sweep
19,0.9064743,example_0003,natural,0.5,8192,bloat_sweep
20,0.90344316,example_0003,natural,0.5,8192,bloat_sweep
21,0.9139595,example_0003,natural,0.5,8192,bloat_sweep
22,0.89717126,example_0003,natural,0.5,8192,bloat_sweep
23,0.8830223,example_0003,natural,0.5,8192,bloat_sweep
0,0.9987526,example_0004,natural,0.5,8192,bloat_sweep
1,0.9985133,example_0004,natural,0.5,8192,bloat_sweep
2,0.99783343,example_0004,natural,0.5,8192,bloat_sweep
3,0.99605834,example_0004,natural,0.5,8192,bloat_sweep
4,0.99354845,example_0004,natural,0.5,8192,bloat_sweep
5,0.98945946,example_0004,natural,0.5,8192,bloat_sweep
6,0.9851375,example_0004,natural,0.5,8192,bloat_sweep
7,0.98437303,example_0004,natural,0.5,8192,bloat_sweep
8,0.9799136,example_0004,natural,0.5,8192,bloat_sweep
9,0.98332965,example_0004,natural,0.5,8192,bloat_sweep
10,0.9810438,example_0004,natural,0.5,8192,bloat_sweep
11,0.9741037,example_0004,natural,0.5,8192,bloat_sweep
12,0.9539892,example_0004,natural,0.5,8192,bloat_sweep
13,0.9367982,example_0004,natural,0.5,8192,bloat_sweep
14,0.93543506,example_0004,natural,0.5,8192,bloat_sweep
15,0.927527,example_0004,natural,0.5,8192,bloat_sweep
16,0.93635595,example_0004,natural,0.5,8192,bloat_sweep
17,0.94752556,example_0004,natural,0.5,8192,bloat_sweep
18,0.9556375,example_0004,natural,0.5,8192,bloat_sweep
19,0.94174296,example_0004,natural,0.5,8192,bloat_sweep
20,0.95202273,example_0004,natural,0.5,8192,bloat_sweep
21,0.96136725,example_0004,natural,0.5,8192,bloat_sweep
22,0.9610276,example_0004,natural,0.5,8192,bloat_sweep
23,0.9318962,example_0004,natural,0.5,8192,bloat_sweep
0,0.9990077,example_0005,natural,0.5,8192,bloat_sweep
1,0.9988631,example_0005,natural,0.5,8192,bloat_sweep
2,0.99815464,example_0005,natural,0.5,8192,bloat_sweep
3,0.99634176,example_0005,natural,0.5,8192,bloat_sweep
4,0.993338,example_0005,natural,0.5,8192,bloat_sweep
5,0.9872352,example_0005,natural,0.5,8192,bloat_sweep
6,0.9812706,example_0005,natural,0.5,8192,bloat_sweep
7,0.98087835,example_0005,natural,0.5,8192,bloat_sweep
8,0.9746883,example_0005,natural,0.5,8192,bloat_sweep
9,0.9790125,example_0005,natural,0.5,8192,bloat_sweep
10,0.9768724,example_0005,natural,0.5,8192,bloat_sweep
11,0.97192764,example_0005,natural,0.5,8192,bloat_sweep
12,0.95566964,example_0005,natural,0.5,8192,bloat_sweep
13,0.93859357,example_0005,natural,0.5,8192,bloat_sweep
14,0.9385593,example_0005,natural,0.5,8192,bloat_sweep
15,0.93313104,example_0005,natural,0.5,8192,bloat_sweep
16,0.94019306,example_0005,natural,0.5,8192,bloat_sweep
17,0.95340836,example_0005,natural,0.5,8192,bloat_sweep
18,0.95781267,example_0005,natural,0.5,8192,bloat_sweep
19,0.94356316,example_0005,natural,0.5,8192,bloat_sweep
20,0.9310912,example_0005,natural,0.5,8192,bloat_sweep
21,0.95369154,example_0005,natural,0.5,8192,bloat_sweep
22,0.957074,example_0005,natural,0.5,8192,bloat_sweep
23,0.94613135,example_0005,natural,0.5,8192,bloat_sweep
0,0.9989959,example_0006,natural,0.5,8192,bloat_sweep
1,0.99894315,example_0006,natural,0.5,8192,bloat_sweep
2,0.9977337,example_0006,natural,0.5,8192,bloat_sweep
3,0.9932985,example_0006,natural,0.5,8192,bloat_sweep
4,0.9907804,example_0006,natural,0.5,8192,bloat_sweep
5,0.98820126,example_0006,natural,0.5,8192,bloat_sweep
6,0.98305213,example_0006,natural,0.5,8192,bloat_sweep
7,0.9838147,example_0006,natural,0.5,8192,bloat_sweep
8,0.9782134,example_0006,natural,0.5,8192,bloat_sweep
9,0.9813425,example_0006,natural,0.5,8192,bloat_sweep
10,0.97963095,example_0006,natural,0.5,8192,bloat_sweep
11,0.97160393,example_0006,natural,0.5,8192,bloat_sweep
12,0.9495976,example_0006,natural,0.5,8192,bloat_sweep
13,0.9316331,example_0006,natural,0.5,8192,bloat_sweep
14,0.93697554,example_0006,natural,0.5,8192,bloat_sweep
15,0.93154854,example_0006,natural,0.5,8192,bloat_sweep
16,0.929492,example_0006,natural,0.5,8192,bloat_sweep
17,0.9475254,example_0006,natural,0.5,8192,bloat_sweep
18,0.9459875,example_0006,natural,0.5,8192,bloat_sweep
19,0.9216306,example_0006,natural,0.5,8192,bloat_sweep
20,0.9167447,example_0006,natural,0.5,8192,bloat_sweep
21,0.9379452,example_0006,natural,0.5,8192,bloat_sweep
22,0.92672867,example_0006,natural,0.5,8192,bloat_sweep
23,0.9023372,example_0006,natural,0.5,8192,bloat_sweep
0,0.99900985,example_0007,natural,0.5,8192,bloat_sweep
1,0.9985661,example_0007,natural,0.5,8192,bloat_sweep
2,0.9973821,example_0007,natural,0.5,8192,bloat_sweep
3,0.99452645,example_0007,natural,0.5,8192,bloat_sweep
4,0.9926347,example_0007,natural,0.5,8192,bloat_sweep
5,0.98839563,example_0007,natural,0.5,8192,bloat_sweep
6,0.9837103,example_0007,natural,0.5,8192,bloat_sweep
7,0.9821938,example_0007,natural,0.5,8192,bloat_sweep
8,0.9763805,example_0007,natural,0.5,8192,bloat_sweep
9,0.9795517,example_0007,natural,0.5,8192,bloat_sweep
10,0.9783077,example_0007,natural,0.5,8192,bloat_sweep
11,0.9711797,example_0007,natural,0.5,8192,bloat_sweep
12,0.9529601,example_0007,natural,0.5,8192,bloat_sweep
13,0.9303077,example_0007,natural,0.5,8192,bloat_sweep
14,0.9413899,example_0007,natural,0.5,8192,bloat_sweep
15,0.94146657,example_0007,natural,0.5,8192,bloat_sweep
16,0.93213356,example_0007,natural,0.5,8192,bloat_sweep
17,0.9498987,example_0007,natural,0.5,8192,bloat_sweep
18,0.957007,example_0007,natural,0.5,8192,bloat_sweep
19,0.94510204,example_0007,natural,0.5,8192,bloat_sweep
20,0.9634584,example_0007,natural,0.5,8192,bloat_sweep
21,0.97082406,example_0007,natural,0.5,8192,bloat_sweep
22,0.96773785,example_0007,natural,0.5,8192,bloat_sweep
23,0.95735484,example_0007,natural,0.5,8192,bloat_sweep
0,0.99974465,example_0000,boilerplate,0.5,2048,bloat_sweep
1,0.9991715,example_0000,boilerplate,0.5,2048,bloat_sweep
2,0.9985159,example_0000,boilerplate,0.5,2048,bloat_sweep
3,0.9967704,example_0000,boilerplate,0.5,2048,bloat_sweep
4,0.99389035,example_0000,boilerplate,0.5,2048,bloat_sweep
5,0.9926295,example_0000,boilerplate,0.5,2048,bloat_sweep
6,0.99150103,example_0000,boilerplate,0.5,2048,bloat_sweep
7,0.991608,example_0000,boilerplate,0.5,2048,bloat_sweep
8,0.9912302,example_0000,boilerplate,0.5,2048,bloat_sweep
9,0.99065,example_0000,boilerplate,0.5,2048,bloat_sweep
10,0.9903226,example_0000,boilerplate,0.5,2048,bloat_sweep
11,0.9881453,example_0000,boilerplate,0.5,2048,bloat_sweep
12,0.9772581,example_0000,boilerplate,0.5,2048,bloat_sweep
13,0.9664546,example_0000,boilerplate,0.5,2048,bloat_sweep
14,0.97352785,example_0000,boilerplate,0.5,2048,bloat_sweep
15,0.9682772,example_0000,boilerplate,0.5,2048,bloat_sweep
16,0.96929705,example_0000,boilerplate,0.5,2048,bloat_sweep
17,0.97897714,example_0000,boilerplate,0.5,2048,bloat_sweep
18,0.98337483,example_0000,boilerplate,0.5,2048,bloat_sweep
19,0.9816673,example_0000,boilerplate,0.5,2048,bloat_sweep
20,0.98905945,example_0000,boilerplate,0.5,2048,bloat_sweep
21,0.9931771,example_0000,boilerplate,0.5,2048,bloat_sweep
22,0.9932537,example_0000,boilerplate,0.5,2048,bloat_sweep
23,0.98975074,example_0000,boilerplate,0.5,2048,bloat_sweep
0,0.9997308,example_0001,boilerplate,0.5,2048,bloat_sweep
1,0.9997672,example_0001,boilerplate,0.5,2048,bloat_sweep
2,0.9996392,example_0001,boilerplate,0.5,2048,bloat_sweep
3,0.9988239,example_0001,boilerplate,0.5,2048,bloat_sweep
4,0.9975755,example_0001,boilerplate,0.5,2048,bloat_sweep
5,0.99567115,example_0001,boilerplate,0.5,2048,bloat_sweep
6,0.99434435,example_0001,boilerplate,0.5,2048,bloat_sweep
7,0.99502206,example_0001,boilerplate,0.5,2048,bloat_sweep
8,0.9937746,example_0001,boilerplate,0.5,2048,bloat_sweep
9,0.99413145,example_0001,boilerplate,0.5,2048,bloat_sweep
10,0.9922221,example_0001,boilerplate,0.5,2048,bloat_sweep
11,0.99057424,example_0001,boilerplate,0.5,2048,bloat_sweep
12,0.9831376,example_0001,boilerplate,0.5,2048,bloat_sweep
13,0.9740064,example_0001,boilerplate,0.5,2048,bloat_sweep
14,0.97277623,example_0001,boilerplate,0.5,2048,bloat_sweep
15,0.9626153,example_0001,boilerplate,0.5,2048,bloat_sweep
16,0.9535375,example_0001,boilerplate,0.5,2048,bloat_sweep
17,0.967398,example_0001,boilerplate,0.5,2048,bloat_sweep
18,0.97459877,example_0001,boilerplate,0.5,2048,bloat_sweep
19,0.9693662,example_0001,boilerplate,0.5,2048,bloat_sweep
20,0.9746961,example_0001,boilerplate,0.5,2048,bloat_sweep
21,0.98041385,example_0001,boilerplate,0.5,2048,bloat_sweep
22,0.9816871,example_0001,boilerplate,0.5,2048,bloat_sweep
23,0.9778362,example_0001,boilerplate,0.5,2048,bloat_sweep
0,0.999573,example_0002,boilerplate,0.5,2048,bloat_sweep
1,0.999126,example_0002,boilerplate,0.5,2048,bloat_sweep
2,0.9985539,example_0002,boilerplate,0.5,2048,bloat_sweep
3,0.9971706,example_0002,boilerplate,0.5,2048,bloat_sweep
4,0.99565315,example_0002,boilerplate,0.5,2048,bloat_sweep
5,0.99300325,example_0002,boilerplate,0.5,2048,bloat_sweep
6,0.9915079,example_0002,boilerplate,0.5,2048,bloat_sweep
7,0.9923794,example_0002,boilerplate,0.5,2048,bloat_sweep
8,0.9915812,example_0002,boilerplate,0.5,2048,bloat_sweep
9,0.99177444,example_0002,boilerplate,0.5,2048,bloat_sweep
10,0.9916361,example_0002,boilerplate,0.5,2048,bloat_sweep
11,0.9905094,example_0002,boilerplate,0.5,2048,bloat_sweep
12,0.9881704,example_0002,boilerplate,0.5,2048,bloat_sweep
13,0.9845199,example_0002,boilerplate,0.5,2048,bloat_sweep
14,0.98523694,example_0002,boilerplate,0.5,2048,bloat_sweep
15,0.9832385,example_0002,boilerplate,0.5,2048,bloat_sweep
16,0.9775869,example_0002,boilerplate,0.5,2048,bloat_sweep
17,0.98412097,example_0002,boilerplate,0.5,2048,bloat_sweep
18,0.9872428,example_0002,boilerplate,0.5,2048,bloat_sweep
19,0.9855484,example_0002,boilerplate,0.5,2048,bloat_sweep
20,0.9909745,example_0002,boilerplate,0.5,2048,bloat_sweep
21,0.9946544,example_0002,boilerplate,0.5,2048,bloat_sweep
22,0.99473673,example_0002,boilerplate,0.5,2048,bloat_sweep
23,0.99252677,example_0002,boilerplate,0.5,2048,bloat_sweep
0,0.99973494,example_0003,boilerplate,0.5,2048,bloat_sweep
1,0.9994027,example_0003,boilerplate,0.5,2048,bloat_sweep
2,0.99847907,example_0003,boilerplate,0.5,2048,bloat_sweep
3,0.9975198,example_0003,boilerplate,0.5,2048,bloat_sweep
4,0.99490345,example_0003,boilerplate,0.5,2048,bloat_sweep
5,0.9944951,example_0003,boilerplate,0.5,2048,bloat_sweep
6,0.99310714,example_0003,boilerplate,0.5,2048,bloat_sweep
7,0.99379534,example_0003,boilerplate,0.5,2048,bloat_sweep
8,0.9928019,example_0003,boilerplate,0.5,2048,bloat_sweep
9,0.99402595,example_0003,boilerplate,0.5,2048,bloat_sweep
10,0.9930258,example_0003,boilerplate,0.5,2048,bloat_sweep
11,0.991964,example_0003,boilerplate,0.5,2048,bloat_sweep
12,0.984578,example_0003,boilerplate,0.5,2048,bloat_sweep
13,0.9796467,example_0003,boilerplate,0.5,2048,bloat_sweep
14,0.9846349,example_0003,boilerplate,0.5,2048,bloat_sweep
15,0.9771972,example_0003,boilerplate,0.5,2048,bloat_sweep
16,0.9790448,example_0003,boilerplate,0.5,2048,bloat_sweep
17,0.98466325,example_0003,boilerplate,0.5,2048,bloat_sweep
18,0.98790264,example_0003,boilerplate,0.5,2048,bloat_sweep
19,0.9863474,example_0003,boilerplate,0.5,2048,bloat_sweep
20,0.99078906,example_0003,boilerplate,0.5,2048,bloat_sweep
21,0.99410015,example_0003,boilerplate,0.5,2048,bloat_sweep
22,0.9938539,example_0003,boilerplate,0.5,2048,bloat_sweep
23,0.99157745,example_0003,boilerplate,0.5,2048,bloat_sweep
0,0.9997667,example_0004,boilerplate,0.5,2048,bloat_sweep
1,0.99939114,example_0004,boilerplate,0.5,2048,bloat_sweep
2,0.99883944,example_0004,boilerplate,0.5,2048,bloat_sweep
3,0.9981352,example_0004,boilerplate,0.5,2048,bloat_sweep
4,0.9962806,example_0004,boilerplate,0.5,2048,bloat_sweep
5,0.9941126,example_0004,boilerplate,0.5,2048,bloat_sweep
6,0.99263304,example_0004,boilerplate,0.5,2048,bloat_sweep
7,0.9931506,example_0004,boilerplate,0.5,2048,bloat_sweep
8,0.99155664,example_0004,boilerplate,0.5,2048,bloat_sweep
9,0.99326724,example_0004,boilerplate,0.5,2048,bloat_sweep
10,0.99309576,example_0004,boilerplate,0.5,2048,bloat_sweep
11,0.9915059,example_0004,boilerplate,0.5,2048,bloat_sweep
12,0.9824873,example_0004,boilerplate,0.5,2048,bloat_sweep
13,0.9774367,example_0004,boilerplate,0.5,2048,bloat_sweep
14,0.9820071,example_0004,boilerplate,0.5,2048,bloat_sweep
15,0.97681785,example_0004,boilerplate,0.5,2048,bloat_sweep
16,0.97924006,example_0004,boilerplate,0.5,2048,bloat_sweep
17,0.9855208,example_0004,boilerplate,0.5,2048,bloat_sweep
18,0.98864496,example_0004,boilerplate,0.5,2048,bloat_sweep
19,0.9865837,example_0004,boilerplate,0.5,2048,bloat_sweep
20,0.99086994,example_0004,boilerplate,0.5,2048,bloat_sweep
21,0.99330896,example_0004,boilerplate,0.5,2048,bloat_sweep
22,0.9922365,example_0004,boilerplate,0.5,2048,bloat_sweep
23,0.987252,example_0004,boilerplate,0.5,2048,bloat_sweep
0,0.9996259,example_0005,boilerplate,0.5,2048,bloat_sweep
1,0.9994583,example_0005,boilerplate,0.5,2048,bloat_sweep
2,0.9986665,example_0005,boilerplate,0.5,2048,bloat_sweep
3,0.99659026,example_0005,boilerplate,0.5,2048,bloat_sweep
4,0.99499375,example_0005,boilerplate,0.5,2048,bloat_sweep
5,0.99250007,example_0005,boilerplate,0.5,2048,bloat_sweep
6,0.98973465,example_0005,boilerplate,0.5,2048,bloat_sweep
7,0.9902959,example_0005,boilerplate,0.5,2048,bloat_sweep
8,0.98896444,example_0005,boilerplate,0.5,2048,bloat_sweep
9,0.9905617,example_0005,boilerplate,0.5,2048,bloat_sweep
10,0.9897017,example_0005,boilerplate,0.5,2048,bloat_sweep
11,0.9873953,example_0005,boilerplate,0.5,2048,bloat_sweep
12,0.9817495,example_0005,boilerplate,0.5,2048,bloat_sweep
13,0.9763211,example_0005,boilerplate,0.5,2048,bloat_sweep
14,0.9821551,example_0005,boilerplate,0.5,2048,bloat_sweep
15,0.9774818,example_0005,boilerplate,0.5,2048,bloat_sweep
16,0.9694766,example_0005,boilerplate,0.5,2048,bloat_sweep
17,0.97996324,example_0005,boilerplate,0.5,2048,bloat_sweep
18,0.9839847,example_0005,boilerplate,0.5,2048,bloat_sweep
19,0.9828851,example_0005,boilerplate,0.5,2048,bloat_sweep
20,0.98680544,example_0005,boilerplate,0.5,2048,bloat_sweep
21,0.99118567,example_0005,boilerplate,0.5,2048,bloat_sweep
22,0.9912665,example_0005,boilerplate,0.5,2048,bloat_sweep
23,0.98733044,example_0005,boilerplate,0.5,2048,bloat_sweep
0,0.99946487,example_0006,boilerplate,0.5,2048,bloat_sweep
1,0.99879974,example_0006,boilerplate,0.5,2048,bloat_sweep
2,0.99817187,example_0006,boilerplate,0.5,2048,bloat_sweep
3,0.9969406,example_0006,boilerplate,0.5,2048,bloat_sweep
4,0.9949941,example_0006,boilerplate,0.5,2048,bloat_sweep
5,0.9929923,example_0006,boilerplate,0.5,2048,bloat_sweep
6,0.99179643,example_0006,boilerplate,0.5,2048,bloat_sweep
7,0.99296284,example_0006,boilerplate,0.5,2048,bloat_sweep
8,0.9925982,example_0006,boilerplate,0.5,2048,bloat_sweep
9,0.99328136,example_0006,boilerplate,0.5,2048,bloat_sweep
10,0.9927078,example_0006,boilerplate,0.5,2048,bloat_sweep
11,0.9902402,example_0006,boilerplate,0.5,2048,bloat_sweep
12,0.98303944,example_0006,boilerplate,0.5,2048,bloat_sweep
13,0.97361845,example_0006,boilerplate,0.5,2048,bloat_sweep
14,0.97047216,example_0006,boilerplate,0.5,2048,bloat_sweep
15,0.96063924,example_0006,boilerplate,0.5,2048,bloat_sweep
16,0.94874793,example_0006,boilerplate,0.5,2048,bloat_sweep
17,0.9658097,example_0006,boilerplate,0.5,2048,bloat_sweep
18,0.97429645,example_0006,boilerplate,0.5,2048,bloat_sweep
19,0.9741621,example_0006,boilerplate,0.5,2048,bloat_sweep
20,0.98149496,example_0006,boilerplate,0.5,2048,bloat_sweep
21,0.9862639,example_0006,boilerplate,0.5,2048,bloat_sweep
22,0.98521733,example_0006,boilerplate,0.5,2048,bloat_sweep
23,0.98590964,example_0006,boilerplate,0.5,2048,bloat_sweep
0,0.9995466,example_0007,boilerplate,0.5,2048,bloat_sweep
1,0.99909574,example_0007,boilerplate,0.5,2048,bloat_sweep
2,0.998669,example_0007,boilerplate,0.5,2048,bloat_sweep
3,0.9977163,example_0007,boilerplate,0.5,2048,bloat_sweep
4,0.9955722,example_0007,boilerplate,0.5,2048,bloat_sweep
5,0.9922558,example_0007,boilerplate,0.5,2048,bloat_sweep
6,0.9909934,example_0007,boilerplate,0.5,2048,bloat_sweep
7,0.99195015,example_0007,boilerplate,0.5,2048,bloat_sweep
8,0.9901612,example_0007,boilerplate,0.5,2048,bloat_sweep
9,0.9926782,example_0007,boilerplate,0.5,2048,bloat_sweep
10,0.99162626,example_0007,boilerplate,0.5,2048,bloat_sweep
11,0.9901621,example_0007,boilerplate,0.5,2048,bloat_sweep
12,0.9824636,example_0007,boilerplate,0.5,2048,bloat_sweep
13,0.98052126,example_0007,boilerplate,0.5,2048,bloat_sweep
14,0.986247,example_0007,boilerplate,0.5,2048,bloat_sweep
15,0.98104095,example_0007,boilerplate,0.5,2048,bloat_sweep
16,0.98307824,example_0007,boilerplate,0.5,2048,bloat_sweep
17,0.98741883,example_0007,boilerplate,0.5,2048,bloat_sweep
18,0.98983663,example_0007,boilerplate,0.5,2048,bloat_sweep
19,0.98755825,example_0007,boilerplate,0.5,2048,bloat_sweep
20,0.9929104,example_0007,boilerplate,0.5,2048,bloat_sweep
21,0.9954723,example_0007,boilerplate,0.5,2048,bloat_sweep
22,0.99530584,example_0007,boilerplate,0.5,2048,bloat_sweep
23,0.99442893,example_0007,boilerplate,0.5,2048,bloat_sweep
0,0.9995103,example_0000,boilerplate,0.5,4096,bloat_sweep
1,0.99906385,example_0000,boilerplate,0.5,4096,bloat_sweep
2,0.99832004,example_0000,boilerplate,0.5,4096,bloat_sweep
3,0.99641126,example_0000,boilerplate,0.5,4096,bloat_sweep
4,0.992069,example_0000,boilerplate,0.5,4096,bloat_sweep
5,0.9865861,example_0000,boilerplate,0.5,4096,bloat_sweep
6,0.9826369,example_0000,boilerplate,0.5,4096,bloat_sweep
7,0.98241985,example_0000,boilerplate,0.5,4096,bloat_sweep
8,0.9810752,example_0000,boilerplate,0.5,4096,bloat_sweep
9,0.98210937,example_0000,boilerplate,0.5,4096,bloat_sweep
10,0.98166317,example_0000,boilerplate,0.5,4096,bloat_sweep
11,0.97631747,example_0000,boilerplate,0.5,4096,bloat_sweep
12,0.9597171,example_0000,boilerplate,0.5,4096,bloat_sweep
13,0.9272764,example_0000,boilerplate,0.5,4096,bloat_sweep
14,0.9461818,example_0000,boilerplate,0.5,4096,bloat_sweep
15,0.9190125,example_0000,boilerplate,0.5,4096,bloat_sweep
16,0.93016165,example_0000,boilerplate,0.5,4096,bloat_sweep
17,0.9477412,example_0000,boilerplate,0.5,4096,bloat_sweep
18,0.95378226,example_0000,boilerplate,0.5,4096,bloat_sweep
19,0.93839884,example_0000,boilerplate,0.5,4096,bloat_sweep
20,0.961747,example_0000,boilerplate,0.5,4096,bloat_sweep
21,0.97908413,example_0000,boilerplate,0.5,4096,bloat_sweep
22,0.97893846,example_0000,boilerplate,0.5,4096,bloat_sweep
23,0.9680933,example_0000,boilerplate,0.5,4096,bloat_sweep
0,0.9995261,example_0001,boilerplate,0.5,4096,bloat_sweep
1,0.9994296,example_0001,boilerplate,0.5,4096,bloat_sweep
2,0.99912155,example_0001,boilerplate,0.5,4096,bloat_sweep
3,0.99715114,example_0001,boilerplate,0.5,4096,bloat_sweep
4,0.99400467,example_0001,boilerplate,0.5,4096,bloat_sweep
5,0.9881151,example_0001,boilerplate,0.5,4096,bloat_sweep
6,0.9850695,example_0001,boilerplate,0.5,4096,bloat_sweep
7,0.9865695,example_0001,boilerplate,0.5,4096,bloat_sweep
8,0.98628414,example_0001,boilerplate,0.5,4096,bloat_sweep
9,0.9878675,example_0001,boilerplate,0.5,4096,bloat_sweep
10,0.98879,example_0001,boilerplate,0.5,4096,bloat_sweep
11,0.98551166,example_0001,boilerplate,0.5,4096,bloat_sweep
12,0.9718764,example_0001,boilerplate,0.5,4096,bloat_sweep
13,0.95013094,example_0001,boilerplate,0.5,4096,bloat_sweep
14,0.9389413,example_0001,boilerplate,0.5,4096,bloat_sweep
15,0.91536677,example_0001,boilerplate,0.5,4096,bloat_sweep
16,0.91822475,example_0001,boilerplate,0.5,4096,bloat_sweep
17,0.9416752,example_0001,boilerplate,0.5,4096,bloat_sweep
18,0.9520875,example_0001,boilerplate,0.5,4096,bloat_sweep
19,0.9404722,example_0001,boilerplate,0.5,4096,bloat_sweep
20,0.9624762,example_0001,boilerplate,0.5,4096,bloat_sweep
21,0.9730949,example_0001,boilerplate,0.5,4096,bloat_sweep
22,0.9709603,example_0001,boilerplate,0.5,4096,bloat_sweep
23,0.9600963,example_0001,boilerplate,0.5,4096,bloat_sweep
0,0.9993485,example_0002,boilerplate,0.5,4096,bloat_sweep
1,0.99896526,example_0002,boilerplate,0.5,4096,bloat_sweep
2,0.998504,example_0002,boilerplate,0.5,4096,bloat_sweep
3,0.9955502,example_0002,boilerplate,0.5,4096,bloat_sweep
4,0.9916494,example_0002,boilerplate,0.5,4096,bloat_sweep
5,0.9837527,example_0002,boilerplate,0.5,4096,bloat_sweep
6,0.97973514,example_0002,boilerplate,0.5,4096,bloat_sweep
7,0.98171955,example_0002,boilerplate,0.5,4096,bloat_sweep
8,0.9791627,example_0002,boilerplate,0.5,4096,bloat_sweep
9,0.98161024,example_0002,boilerplate,0.5,4096,bloat_sweep
10,0.9840417,example_0002,boilerplate,0.5,4096,bloat_sweep
11,0.9810353,example_0002,boilerplate,0.5,4096,bloat_sweep
12,0.9704743,example_0002,boilerplate,0.5,4096,bloat_sweep
13,0.9575975,example_0002,boilerplate,0.5,4096,bloat_sweep
14,0.9508169,example_0002,boilerplate,0.5,4096,bloat_sweep
15,0.94033813,example_0002,boilerplate,0.5,4096,bloat_sweep
16,0.9327307,example_0002,boilerplate,0.5,4096,bloat_sweep
17,0.9522676,example_0002,boilerplate,0.5,4096,bloat_sweep
18,0.96249473,example_0002,boilerplate,0.5,4096,bloat_sweep
19,0.9526551,example_0002,boilerplate,0.5,4096,bloat_sweep
20,0.96973395,example_0002,boilerplate,0.5,4096,bloat_sweep
21,0.98107594,example_0002,boilerplate,0.5,4096,bloat_sweep
22,0.98060006,example_0002,boilerplate,0.5,4096,bloat_sweep
23,0.9680793,example_0002,boilerplate,0.5,4096,bloat_sweep
0,0.999511,example_0003,boilerplate,0.5,4096,bloat_sweep
1,0.999281,example_0003,boilerplate,0.5,4096,bloat_sweep
2,0.99830747,example_0003,boilerplate,0.5,4096,bloat_sweep
3,0.99624956,example_0003,boilerplate,0.5,4096,bloat_sweep
4,0.9911209,example_0003,boilerplate,0.5,4096,bloat_sweep
5,0.9874321,example_0003,boilerplate,0.5,4096,bloat_sweep
6,0.9818173,example_0003,boilerplate,0.5,4096,bloat_sweep
7,0.9832044,example_0003,boilerplate,0.5,4096,bloat_sweep
8,0.9789809,example_0003,boilerplate,0.5,4096,bloat_sweep
9,0.98121446,example_0003,boilerplate,0.5,4096,bloat_sweep
10,0.97975415,example_0003,boilerplate,0.5,4096,bloat_sweep
11,0.97696036,example_0003,boilerplate,0.5,4096,bloat_sweep
12,0.9619565,example_0003,boilerplate,0.5,4096,bloat_sweep
13,0.94845355,example_0003,boilerplate,0.5,4096,bloat_sweep
14,0.95846444,example_0003,boilerplate,0.5,4096,bloat_sweep
15,0.9400873,example_0003,boilerplate,0.5,4096,bloat_sweep
16,0.9490198,example_0003,boilerplate,0.5,4096,bloat_sweep
17,0.964211,example_0003,boilerplate,0.5,4096,bloat_sweep
18,0.9709179,example_0003,boilerplate,0.5,4096,bloat_sweep
19,0.96572995,example_0003,boilerplate,0.5,4096,bloat_sweep
20,0.9791656,example_0003,boilerplate,0.5,4096,bloat_sweep
21,0.9868657,example_0003,boilerplate,0.5,4096,bloat_sweep
22,0.9867098,example_0003,boilerplate,0.5,4096,bloat_sweep
23,0.9758265,example_0003,boilerplate,0.5,4096,bloat_sweep
0,0.99955434,example_0004,boilerplate,0.5,4096,bloat_sweep
1,0.9992586,example_0004,boilerplate,0.5,4096,bloat_sweep
2,0.9988222,example_0004,boilerplate,0.5,4096,bloat_sweep
3,0.99748313,example_0004,boilerplate,0.5,4096,bloat_sweep
