layer,cosine_similarity,example_id,filler_type,sink_prefix_tokens,total_tokens,experiment
6,0.96687365,example_0005,natural,512,4096,sink_stress
7,0.9640695,example_0005,natural,512,4096,sink_stress
8,0.9630876,example_0005,natural,512,4096,sink_stress
9,0.9669316,example_0005,natural,512,4096,sink_stress
10,0.96540755,example_0005,natural,512,4096,sink_stress
11,0.9578832,example_0005,natural,512,4096,sink_stress
12,0.94594985,example_0005,natural,512,4096,sink_stress
13,0.9452314,example_0005,natural,512,4096,sink_stress
14,0.9441426,example_0005,natural,512,4096,sink_stress
15,0.9501198,example_0005,natural,512,4096,sink_stress
16,0.9462573,example_0005,natural,512,4096,sink_stress
17,0.95399076,example_0005,natural,512,4096,sink_stress
18,0.96238536,example_0005,natural,512,4096,sink_stress
19,0.94763434,example_0005,natural,512,4096,sink_stress
20,0.9617834,example_0005,natural,512,4096,sink_stress
21,0.97286034,example_0005,natural,512,4096,sink_stress
22,0.9727099,example_0005,natural,512,4096,sink_stress
23,0.9411363,example_0005,natural,512,4096,sink_stress
0,0.99970067,example_0006,natural,512,4096,sink_stress
1,0.99827015,example_0006,natural,512,4096,sink_stress
2,0.9975369,example_0006,natural,512,4096,sink_stress
3,0.9963771,example_0006,natural,512,4096,sink_stress
4,0.99196064,example_0006,natural,512,4096,sink_stress
5,0.97051555,example_0006,natural,512,4096,sink_stress
6,0.9695317,example_0006,natural,512,4096,sink_stress
7,0.9640822,example_0006,natural,512,4096,sink_stress
8,0.96230274,example_0006,natural,512,4096,sink_stress
9,0.96667063,example_0006,natural,512,4096,sink_stress
10,0.9654769,example_0006,natural,512,4096,sink_stress
11,0.95774376,example_0006,natural,512,4096,sink_stress
12,0.9398734,example_0006,natural,512,4096,sink_stress
13,0.93585676,example_0006,natural,512,4096,sink_stress
14,0.9437598,example_0006,natural,512,4096,sink_stress
15,0.9480627,example_0006,natural,512,4096,sink_stress
16,0.9425772,example_0006,natural,512,4096,sink_stress
17,0.94286025,example_0006,natural,512,4096,sink_stress
18,0.9539531,example_0006,natural,512,4096,sink_stress
19,0.93497616,example_0006,natural,512,4096,sink_stress
20,0.9598931,example_0006,natural,512,4096,sink_stress
21,0.96709085,example_0006,natural,512,4096,sink_stress
22,0.9612163,example_0006,natural,512,4096,sink_stress
23,0.8976488,example_0006,natural,512,4096,sink_stress
0,0.99972063,example_0007,natural,512,4096,sink_stress
1,0.9984548,example_0007,natural,512,4096,sink_stress
2,0.9977992,example_0007,natural,512,4096,sink_stress
3,0.996474,example_0007,natural,512,4096,sink_stress
4,0.9912522,example_0007,natural,512,4096,sink_stress
5,0.9717194,example_0007,natural,512,4096,sink_stress
6,0.9664924,example_0007,natural,512,4096,sink_stress
7,0.9614647,example_0007,natural,512,4096,sink_stress
8,0.9582598,example_0007,natural,512,4096,sink_stress
9,0.9623945,example_0007,natural,512,4096,sink_stress
10,0.9598177,example_0007,natural,512,4096,sink_stress
11,0.9505354,example_0007,natural,512,4096,sink_stress
12,0.931518,example_0007,natural,512,4096,sink_stress
13,0.9230383,example_0007,natural,512,4096,sink_stress
14,0.9349917,example_0007,natural,512,4096,sink_stress
15,0.942322,example_0007,natural,512,4096,sink_stress
16,0.9400455,example_0007,natural,512,4096,sink_stress
17,0.95141476,example_0007,natural,512,4096,sink_stress
18,0.9579039,example_0007,natural,512,4096,sink_stress
19,0.92831564,example_0007,natural,512,4096,sink_stress
20,0.9510976,example_0007,natural,512,4096,sink_stress
21,0.96251035,example_0007,natural,512,4096,sink_stress
22,0.95394826,example_0007,natural,512,4096,sink_stress
23,0.89042413,example_0007,natural,512,4096,sink_stress
0,0.99983823,example_0000,boilerplate,64,4096,sink_stress
1,0.9996046,example_0000,boilerplate,64,4096,sink_stress
2,0.99926126,example_0000,boilerplate,64,4096,sink_stress
3,0.99834174,example_0000,boilerplate,64,4096,sink_stress
4,0.9952554,example_0000,boilerplate,64,4096,sink_stress
5,0.9768238,example_0000,boilerplate,64,4096,sink_stress
6,0.97311234,example_0000,boilerplate,64,4096,sink_stress
7,0.97495383,example_0000,boilerplate,64,4096,sink_stress
8,0.9736158,example_0000,boilerplate,64,4096,sink_stress
9,0.97451603,example_0000,boilerplate,64,4096,sink_stress
10,0.9736139,example_0000,boilerplate,64,4096,sink_stress
11,0.9696272,example_0000,boilerplate,64,4096,sink_stress
12,0.9606987,example_0000,boilerplate,64,4096,sink_stress
13,0.95191455,example_0000,boilerplate,64,4096,sink_stress
14,0.9519112,example_0000,boilerplate,64,4096,sink_stress
15,0.931459,example_0000,boilerplate,64,4096,sink_stress
16,0.9262403,example_0000,boilerplate,64,4096,sink_stress
17,0.9392416,example_0000,boilerplate,64,4096,sink_stress
18,0.94341654,example_0000,boilerplate,64,4096,sink_stress
19,0.9076233,example_0000,boilerplate,64,4096,sink_stress
20,0.9396517,example_0000,boilerplate,64,4096,sink_stress
21,0.95790154,example_0000,boilerplate,64,4096,sink_stress
22,0.9479491,example_0000,boilerplate,64,4096,sink_stress
23,0.87851536,example_0000,boilerplate,64,4096,sink_stress
0,0.9997912,example_0001,boilerplate,64,4096,sink_stress
1,0.99971133,example_0001,boilerplate,64,4096,sink_stress
2,0.99961287,example_0001,boilerplate,64,4096,sink_stress
3,0.9991787,example_0001,boilerplate,64,4096,sink_stress
4,0.9976148,example_0001,boilerplate,64,4096,sink_stress
5,0.9822395,example_0001,boilerplate,64,4096,sink_stress
6,0.9792506,example_0001,boilerplate,64,4096,sink_stress
7,0.97755957,example_0001,boilerplate,64,4096,sink_stress
8,0.9754661,example_0001,boilerplate,64,4096,sink_stress
9,0.97678113,example_0001,boilerplate,64,4096,sink_stress
10,0.9761935,example_0001,boilerplate,64,4096,sink_stress
11,0.9726856,example_0001,boilerplate,64,4096,sink_stress
12,0.9637636,example_0001,boilerplate,64,4096,sink_stress
13,0.9573035,example_0001,boilerplate,64,4096,sink_stress
14,0.96222657,example_0001,boilerplate,64,4096,sink_stress
15,0.96037483,example_0001,boilerplate,64,4096,sink_stress
16,0.9601861,example_0001,boilerplate,64,4096,sink_stress
17,0.9676127,example_0001,boilerplate,64,4096,sink_stress
18,0.9719284,example_0001,boilerplate,64,4096,sink_stress
19,0.9531755,example_0001,boilerplate,64,4096,sink_stress
20,0.96272635,example_0001,boilerplate,64,4096,sink_stress
21,0.9726866,example_0001,boilerplate,64,4096,sink_stress
22,0.96972084,example_0001,boilerplate,64,4096,sink_stress
23,0.9380734,example_0001,boilerplate,64,4096,sink_stress
0,0.9999305,example_0002,boilerplate,64,4096,sink_stress
1,0.99983287,example_0002,boilerplate,64,4096,sink_stress
2,0.99950516,example_0002,boilerplate,64,4096,sink_stress
3,0.99910784,example_0002,boilerplate,64,4096,sink_stress
4,0.9970727,example_0002,boilerplate,64,4096,sink_stress
5,0.9805399,example_0002,boilerplate,64,4096,sink_stress
6,0.97904336,example_0002,boilerplate,64,4096,sink_stress
7,0.9799499,example_0002,boilerplate,64,4096,sink_stress
8,0.9798044,example_0002,boilerplate,64,4096,sink_stress
9,0.9809989,example_0002,boilerplate,64,4096,sink_stress
10,0.98090744,example_0002,boilerplate,64,4096,sink_stress
11,0.97759813,example_0002,boilerplate,64,4096,sink_stress
12,0.9672667,example_0002,boilerplate,64,4096,sink_stress
13,0.96055007,example_0002,boilerplate,64,4096,sink_stress
14,0.9579116,example_0002,boilerplate,64,4096,sink_stress
15,0.9542005,example_0002,boilerplate,64,4096,sink_stress
16,0.95159423,example_0002,boilerplate,64,4096,sink_stress
17,0.9640671,example_0002,boilerplate,64,4096,sink_stress
18,0.96805775,example_0002,boilerplate,64,4096,sink_stress
19,0.9467906,example_0002,boilerplate,64,4096,sink_stress
20,0.9630489,example_0002,boilerplate,64,4096,sink_stress
21,0.9735281,example_0002,boilerplate,64,4096,sink_stress
22,0.96297646,example_0002,boilerplate,64,4096,sink_stress
23,0.91130495,example_0002,boilerplate,64,4096,sink_stress
0,0.99989694,example_0003,boilerplate,64,4096,sink_stress
1,0.9995333,example_0003,boilerplate,64,4096,sink_stress
2,0.9990108,example_0003,boilerplate,64,4096,sink_stress
3,0.998495,example_0003,boilerplate,64,4096,sink_stress
4,0.99692094,example_0003,boilerplate,64,4096,sink_stress
5,0.97929424,example_0003,boilerplate,64,4096,sink_stress
6,0.9763998,example_0003,boilerplate,64,4096,sink_stress
7,0.97345394,example_0003,boilerplate,64,4096,sink_stress
8,0.9717534,example_0003,boilerplate,64,4096,sink_stress
9,0.97221535,example_0003,boilerplate,64,4096,sink_stress
10,0.97236156,example_0003,boilerplate,64,4096,sink_stress
11,0.9671718,example_0003,boilerplate,64,4096,sink_stress
12,0.9593731,example_0003,boilerplate,64,4096,sink_stress
13,0.95391804,example_0003,boilerplate,64,4096,sink_stress
14,0.9555977,example_0003,boilerplate,64,4096,sink_stress
15,0.9556121,example_0003,boilerplate,64,4096,sink_stress
16,0.95550233,example_0003,boilerplate,64,4096,sink_stress
17,0.96370673,example_0003,boilerplate,64,4096,sink_stress
18,0.96746933,example_0003,boilerplate,64,4096,sink_stress
19,0.94589925,example_0003,boilerplate,64,4096,sink_stress
20,0.96207255,example_0003,boilerplate,64,4096,sink_stress
21,0.9715776,example_0003,boilerplate,64,4096,sink_stress
22,0.96510535,example_0003,boilerplate,64,4096,sink_stress
23,0.93477327,example_0003,boilerplate,64,4096,sink_stress
0,0.9998593,example_0004,boilerplate,64,4096,sink_stress
1,0.99963385,example_0004,boilerplate,64,4096,sink_stress
2,0.9993484,example_0004,boilerplate,64,4096,sink_stress
3,0.99846494,example_0004,boilerplate,64,4096,sink_stress
4,0.99625766,example_0004,boilerplate,64,4096,sink_stress
5,0.9813164,example_0004,boilerplate,64,4096,sink_stress
6,0.9783534,example_0004,boilerplate,64,4096,sink_stress
7,0.97684586,example_0004,boilerplate,64,4096,sink_stress
8,0.9748653,example_0004,boilerplate,64,4096,sink_stress
9,0.9776678,example_0004,boilerplate,64,4096,sink_stress
10,0.9758321,example_0004,boilerplate,64,4096,sink_stress
11,0.97059727,example_0004,boilerplate,64,4096,sink_stress
12,0.9582756,example_0004,boilerplate,64,4096,sink_stress
13,0.9513128,example_0004,boilerplate,64,4096,sink_stress
14,0.95221037,example_0004,boilerplate,64,4096,sink_stress
15,0.9484605,example_0004,boilerplate,64,4096,sink_stress
16,0.94747853,example_0004,boilerplate,64,4096,sink_stress
17,0.9593062,example_0004,boilerplate,64,4096,sink_stress
18,0.96294016,example_0004,boilerplate,64,4096,sink_stress
19,0.9454409,example_0004,boilerplate,64,4096,sink_stress
20,0.95363283,example_0004,boilerplate,64,4096,sink_stress
21,0.9594942,example_0004,boilerplate,64,4096,sink_stress
22,0.9571924,example_0004,boilerplate,64,4096,sink_stress
23,0.917057,example_0004,boilerplate,64,4096,sink_stress
0,0.99993765,example_0005,boilerplate,64,4096,sink_stress
1,0.9998805,example_0005,boilerplate,64,4096,sink_stress
2,0.99966127,example_0005,boilerplate,64,4096,sink_stress
3,0.9993365,example_0005,boilerplate,64,4096,sink_stress
4,0.99762183,example_0005,boilerplate,64,4096,sink_stress
5,0.9798246,example_0005,boilerplate,64,4096,sink_stress
6,0.979069,example_0005,boilerplate,64,4096,sink_stress
7,0.9788692,example_0005,boilerplate,64,4096,sink_stress
8,0.9779855,example_0005,boilerplate,64,4096,sink_stress
9,0.97722924,example_0005,boilerplate,64,4096,sink_stress
10,0.9759058,example_0005,boilerplate,64,4096,sink_stress
11,0.9718267,example_0005,boilerplate,64,4096,sink_stress
12,0.96160173,example_0005,boilerplate,64,4096,sink_stress
13,0.9488589,example_0005,boilerplate,64,4096,sink_stress
14,0.95079535,example_0005,boilerplate,64,4096,sink_stress
15,0.94384056,example_0005,boilerplate,64,4096,sink_stress
16,0.93770206,example_0005,boilerplate,64,4096,sink_stress
17,0.9519641,example_0005,boilerplate,64,4096,sink_stress
18,0.95561713,example_0005,boilerplate,64,4096,sink_stress
19,0.92251545,example_0005,boilerplate,64,4096,sink_stress
20,0.94533026,example_0005,boilerplate,64,4096,sink_stress
21,0.95521915,example_0005,boilerplate,64,4096,sink_stress
22,0.95422226,example_0005,boilerplate,64,4096,sink_stress
23,0.91361403,example_0005,boilerplate,64,4096,sink_stress
0,0.99989504,example_0006,boilerplate,64,4096,sink_stress
1,0.99981135,example_0006,boilerplate,64,4096,sink_stress
2,0.9996015,example_0006,boilerplate,64,4096,sink_stress
3,0.9992124,example_0006,boilerplate,64,4096,sink_stress
4,0.9973128,example_0006,boilerplate,64,4096,sink_stress
5,0.9807577,example_0006,boilerplate,64,4096,sink_stress
6,0.9798169,example_0006,boilerplate,64,4096,sink_stress
7,0.9805623,example_0006,boilerplate,64,4096,sink_stress
8,0.98192114,example_0006,boilerplate,64,4096,sink_stress
9,0.9823517,example_0006,boilerplate,64,4096,sink_stress
10,0.98197055,example_0006,boilerplate,64,4096,sink_stress
11,0.97844577,example_0006,boilerplate,64,4096,sink_stress
12,0.9675954,example_0006,boilerplate,64,4096,sink_stress
13,0.95840234,example_0006,boilerplate,64,4096,sink_stress
14,0.95043576,example_0006,boilerplate,64,4096,sink_stress
15,0.93732333,example_0006,boilerplate,64,4096,sink_stress
16,0.92966384,example_0006,boilerplate,64,4096,sink_stress
17,0.94755155,example_0006,boilerplate,64,4096,sink_stress
18,0.95842004,example_0006,boilerplate,64,4096,sink_stress
19,0.9239559,example_0006,boilerplate,64,4096,sink_stress
20,0.9586798,example_0006,boilerplate,64,4096,sink_stress
21,0.9640891,example_0006,boilerplate,64,4096,sink_stress
22,0.95821327,example_0006,boilerplate,64,4096,sink_stress
23,0.9044063,example_0006,boilerplate,64,4096,sink_stress
0,0.9999142,example_0007,boilerplate,64,4096,sink_stress
1,0.99969685,example_0007,boilerplate,64,4096,sink_stress
2,0.9991686,example_0007,boilerplate,64,4096,sink_stress
3,0.9983094,example_0007,boilerplate,64,4096,sink_stress
4,0.9966126,example_0007,boilerplate,64,4096,sink_stress
5,0.9797252,example_0007,boilerplate,64,4096,sink_stress
6,0.977015,example_0007,boilerplate,64,4096,sink_stress
7,0.97384995,example_0007,boilerplate,64,4096,sink_stress
8,0.97148824,example_0007,boilerplate,64,4096,sink_stress
9,0.9717311,example_0007,boilerplate,64,4096,sink_stress
10,0.9721558,example_0007,boilerplate,64,4096,sink_stress
11,0.96760905,example_0007,boilerplate,64,4096,sink_stress
12,0.9587759,example_0007,boilerplate,64,4096,sink_stress
13,0.95294267,example_0007,boilerplate,64,4096,sink_stress
14,0.9586673,example_0007,boilerplate,64,4096,sink_stress
15,0.95924443,example_0007,boilerplate,64,4096,sink_stress
16,0.95781714,example_0007,boilerplate,64,4096,sink_stress
17,0.96598315,example_0007,boilerplate,64,4096,sink_stress
18,0.9688533,example_0007,boilerplate,64,4096,sink_stress
19,0.9445325,example_0007,boilerplate,64,4096,sink_stress
20,0.9643576,example_0007,boilerplate,64,4096,sink_stress
21,0.9695549,example_0007,boilerplate,64,4096,sink_stress
22,0.964916,example_0007,boilerplate,64,4096,sink_stress
23,0.9453168,example_0007,boilerplate,64,4096,sink_stress
0,0.999801,example_0000,boilerplate,256,4096,sink_stress
1,0.99945843,example_0000,boilerplate,256,4096,sink_stress
2,0.99897593,example_0000,boilerplate,256,4096,sink_stress
3,0.9968851,example_0000,boilerplate,256,4096,sink_stress
4,0.99387896,example_0000,boilerplate,256,4096,sink_stress
5,0.9747799,example_0000,boilerplate,256,4096,sink_stress
6,0.97029245,example_0000,boilerplate,256,4096,sink_stress
7,0.9662101,example_0000,boilerplate,256,4096,sink_stress
8,0.96239054,example_0000,boilerplate,256,4096,sink_stress
9,0.9596341,example_0000,boilerplate,256,4096,sink_stress
10,0.9603314,example_0000,boilerplate,256,4096,sink_stress
11,0.95241535,example_0000,boilerplate,256,4096,sink_stress
12,0.94439095,example_0000,boilerplate,256,4096,sink_stress
13,0.92300117,example_0000,boilerplate,256,4096,sink_stress
14,0.936552,example_0000,boilerplate,256,4096,sink_stress
15,0.93073803,example_0000,boilerplate,256,4096,sink_stress
16,0.933232,example_0000,boilerplate,256,4096,sink_stress
17,0.9469595,example_0000,boilerplate,256,4096,sink_stress
18,0.9533173,example_0000,boilerplate,256,4096,sink_stress
19,0.93222773,example_0000,boilerplate,256,4096,sink_stress
20,0.9528917,example_0000,boilerplate,256,4096,sink_stress
21,0.971024,example_0000,boilerplate,256,4096,sink_stress
22,0.9672017,example_0000,boilerplate,256,4096,sink_stress
23,0.94607604,example_0000,boilerplate,256,4096,sink_stress
0,0.999825,example_0001,boilerplate,256,4096,sink_stress
1,0.9993512,example_0001,boilerplate,256,4096,sink_stress
2,0.9985584,example_0001,boilerplate,256,4096,sink_stress
3,0.9972805,example_0001,boilerplate,256,4096,sink_stress
4,0.99520344,example_0001,boilerplate,256,4096,sink_stress
5,0.9788778,example_0001,boilerplate,256,4096,sink_stress
6,0.97751933,example_0001,boilerplate,256,4096,sink_stress
7,0.97445,example_0001,boilerplate,256,4096,sink_stress
8,0.9732108,example_0001,boilerplate,256,4096,sink_stress
9,0.97088706,example_0001,boilerplate,256,4096,sink_stress
10,0.9713618,example_0001,boilerplate,256,4096,sink_stress
11,0.9648907,example_0001,boilerplate,256,4096,sink_stress
12,0.95266104,example_0001,boilerplate,256,4096,sink_stress
13,0.94207054,example_0001,boilerplate,256,4096,sink_stress
14,0.9467122,example_0001,boilerplate,256,4096,sink_stress
15,0.9457879,example_0001,boilerplate,256,4096,sink_stress
16,0.9454106,example_0001,boilerplate,256,4096,sink_stress
17,0.9577122,example_0001,boilerplate,256,4096,sink_stress
18,0.96520627,example_0001,boilerplate,256,4096,sink_stress
19,0.9448734,example_0001,boilerplate,256,4096,sink_stress
20,0.9646907,example_0001,boilerplate,256,4096,sink_stress
21,0.9761184,example_0001,boilerplate,256,4096,sink_stress
22,0.9760183,example_0001,boilerplate,256,4096,sink_stress
23,0.95066535,example_0001,boilerplate,256,4096,sink_stress
0,0.9997367,example_0002,boilerplate,256,4096,sink_stress
1,0.9993324,example_0002,boilerplate,256,4096,sink_stress
2,0.998265,example_0002,boilerplate,256,4096,sink_stress
3,0.9969667,example_0002,boilerplate,256,4096,sink_stress
4,0.99432427,example_0002,boilerplate,256,4096,sink_stress
5,0.9765087,example_0002,boilerplate,256,4096,sink_stress
6,0.9754799,example_0002,boilerplate,256,4096,sink_stress
7,0.9744526,example_0002,boilerplate,256,4096,sink_stress
8,0.9743655,example_0002,boilerplate,256,4096,sink_stress
9,0.97383815,example_0002,boilerplate,256,4096,sink_stress
10,0.9737295,example_0002,boilerplate,256,4096,sink_stress
11,0.96678674,example_0002,boilerplate,256,4096,sink_stress
12,0.9549973,example_0002,boilerplate,256,4096,sink_stress
13,0.94183546,example_0002,boilerplate,256,4096,sink_stress
14,0.94303733,example_0002,boilerplate,256,4096,sink_stress
15,0.9402081,example_0002,boilerplate,256,4096,sink_stress
16,0.9370899,example_0002,boilerplate,256,4096,sink_stress
17,0.9534819,example_0002,boilerplate,256,4096,sink_stress
18,0.962417,example_0002,boilerplate,256,4096,sink_stress
19,0.93823236,example_0002,boilerplate,256,4096,sink_stress
20,0.9549862,example_0002,boilerplate,256,4096,sink_stress
21,0.9684381,example_0002,boilerplate,256,4096,sink_stress
22,0.96036726,example_0002,boilerplate,256,4096,sink_stress
23,0.91409516,example_0002,boilerplate,256,4096,sink_stress
0,0.9999139,example_0003,boilerplate,256,4096,sink_stress
1,0.9997558,example_0003,boilerplate,256,4096,sink_stress
2,0.99943656,example_0003,boilerplate,256,4096,sink_stress
3,0.9989012,example_0003,boilerplate,256,4096,sink_stress
4,0.9962163,example_0003,boilerplate,256,4096,sink_stress
5,0.97436094,example_0003,boilerplate,256,4096,sink_stress
6,0.9714024,example_0003,boilerplate,256,4096,sink_stress
7,0.9671787,example_0003,boilerplate,256,4096,sink_stress
8,0.96542937,example_0003,boilerplate,256,4096,sink_stress
9,0.9634054,example_0003,boilerplate,256,4096,sink_stress
10,0.96347696,example_0003,boilerplate,256,4096,sink_stress
11,0.9567003,example_0003,boilerplate,256,4096,sink_stress
12,0.9427335,example_0003,boilerplate,256,4096,sink_stress
13,0.92801285,example_0003,boilerplate,256,4096,sink_stress
14,0.9320834,example_0003,boilerplate,256,4096,sink_stress
15,0.9332023,example_0003,boilerplate,256,4096,sink_stress
16,0.93782127,example_0003,boilerplate,256,4096,sink_stress
17,0.9530552,example_0003,boilerplate,256,4096,sink_stress
18,0.9616357,example_0003,boilerplate,256,4096,sink_stress
19,0.9409448,example_0003,boilerplate,256,4096,sink_stress
20,0.96379864,example_0003,boilerplate,256,4096,sink_stress
21,0.97476864,example_0003,boilerplate,256,4096,sink_stress
22,0.97165364,example_0003,boilerplate,256,4096,sink_stress
23,0.94962734,example_0003,boilerplate,256,4096,sink_stress
0,0.9998714,example_0004,boilerplate,256,4096,sink_stress
1,0.9996025,example_0004,boilerplate,256,4096,sink_stress
2,0.9992642,example_0004,boilerplate,256,4096,sink_stress
3,0.9975888,example_0004,boilerplate,256,4096,sink_stress
4,0.9958372,example_0004,boilerplate,256,4096,sink_stress
5,0.97895473,example_0004,boilerplate,256,4096,sink_stress
6,0.97442436,example_0004,boilerplate,256,4096,sink_stress
7,0.9731023,example_0004,boilerplate,256,4096,sink_stress
8,0.9722488,example_0004,boilerplate,256,4096,sink_stress
9,0.97231793,example_0004,boilerplate,256,4096,sink_stress
10,0.972857,example_0004,boilerplate,256,4096,sink_stress
11,0.9675219,example_0004,boilerplate,256,4096,sink_stress
12,0.951775,example_0004,boilerplate,256,4096,sink_stress
13,0.93484974,example_0004,boilerplate,256,4096,sink_stress
14,0.93319803,example_0004,boilerplate,256,4096,sink_stress
15,0.92706376,example_0004,boilerplate,256,4096,sink_stress
16,0.92543,example_0004,boilerplate,256,4096,sink_stress
17,0.9452549,example_0004,boilerplate,256,4096,sink_stress
18,0.95484895,example_0004,boilerplate,256,4096,sink_stress
19,0.93148816,example_0004,boilerplate,256,4096,sink_stress
20,0.95034844,example_0004,boilerplate,256,4096,sink_stress
21,0.9564452,example_0004,boilerplate,256,4096,sink_stress
22,0.949931,example_0004,boilerplate,256,4096,sink_stress
23,0.89733744,example_0004,boilerplate,256,4096,sink_stress
0,0.99986386,example_0005,boilerplate,256,4096,sink_stress
1,0.9997514,example_0005,boilerplate,256,4096,sink_stress
2,0.9994572,example_0005,boilerplate,256,4096,sink_stress
3,0.9988739,example_0005,boilerplate,256,4096,sink_stress
4,0.99667394,example_0005,boilerplate,256,4096,sink_stress
5,0.9772081,example_0005,boilerplate,256,4096,sink_stress
6,0.9766717,example_0005,boilerplate,256,4096,sink_stress
7,0.97410554,example_0005,boilerplate,256,4096,sink_stress
8,0.9719747,example_0005,boilerplate,256,4096,sink_stress
9,0.9685604,example_0005,boilerplate,256,4096,sink_stress
10,0.9673241,example_0005,boilerplate,256,4096,sink_stress
11,0.9568633,example_0005,boilerplate,256,4096,sink_stress
12,0.943366,example_0005,boilerplate,256,4096,sink_stress
13,0.92037106,example_0005,boilerplate,256,4096,sink_stress
14,0.92843425,example_0005,boilerplate,256,4096,sink_stress
15,0.9245548,example_0005,boilerplate,256,4096,sink_stress
16,0.9237048,example_0005,boilerplate,256,4096,sink_stress
17,0.941397,example_0005,boilerplate,256,4096,sink_stress
18,0.94650245,example_0005,boilerplate,256,4096,sink_stress
19,0.9203935,example_0005,boilerplate,256,4096,sink_stress
20,0.9407888,example_0005,boilerplate,256,4096,sink_stress
21,0.9535864,example_0005,boilerplate,256,4096,sink_stress
22,0.9537492,example_0005,boilerplate,256,4096,sink_stress
23,0.9201424,example_0005,boilerplate,256,4096,sink_stress
0,0.99983054,example_0006,boilerplate,256,4096,sink_stress
1,0.99978995,example_0006,boilerplate,256,4096,sink_stress
2,0.9996258,example_0006,boilerplate,256,4096,sink_stress
3,0.9994342,example_0006,boilerplate,256,4096,sink_stress
4,0.99767184,example_0006,boilerplate,256,4096,sink_stress
5,0.9813334,example_0006,boilerplate,256,4096,sink_stress
6,0.9802983,example_0006,boilerplate,256,4096,sink_stress
7,0.978606,example_0006,boilerplate,256,4096,sink_stress
8,0.97760695,example_0006,boilerplate,256,4096,sink_stress
9,0.97706497,example_0006,boilerplate,256,4096,sink_stress
10,0.9760839,example_0006,boilerplate,256,4096,sink_stress
11,0.96980494,example_0006,boilerplate,256,4096,sink_stress
12,0.9568172,example_0006,boilerplate,256,4096,sink_stress
13,0.9443327,example_0006,boilerplate,256,4096,sink_stress
14,0.9382192,example_0006,boilerplate,256,4096,sink_stress
15,0.92992866,example_0006,boilerplate,256,4096,sink_stress
16,0.9212547,example_0006,boilerplate,256,4096,sink_stress
17,0.9445253,example_0006,boilerplate,256,4096,sink_stress
18,0.9565874,example_0006,boilerplate,256,4096,sink_stress
19,0.9274504,example_0006,boilerplate,256,4096,sink_stress
20,0.95935345,example_0006,boilerplate,256,4096,sink_stress
21,0.9653996,example_0006,boilerplate,256,4096,sink_stress
22,0.9619639,example_0006,boilerplate,256,4096,sink_stress
23,0.9278027,example_0006,boilerplate,256,4096,sink_stress
0,0.9998533,example_0007,boilerplate,256,4096,sink_stress
1,0.99942476,example_0007,boilerplate,256,4096,sink_stress
2,0.99910134,example_0007,boilerplate,256,4096,sink_stress
3,0.9979383,example_0007,boilerplate,256,4096,sink_stress
4,0.99593204,example_0007,boilerplate,256,4096,sink_stress
5,0.9789198,example_0007,boilerplate,256,4096,sink_stress
6,0.9771731,example_0007,boilerplate,256,4096,sink_stress
7,0.97307444,example_0007,boilerplate,256,4096,sink_stress
8,0.9689449,example_0007,boilerplate,256,4096,sink_stress
9,0.96969306,example_0007,boilerplate,256,4096,sink_stress
10,0.97004026,example_0007,boilerplate,256,4096,sink_stress
11,0.9647745,example_0007,boilerplate,256,4096,sink_stress
12,0.9505115,example_0007,boilerplate,256,4096,sink_stress
13,0.93825096,example_0007,boilerplate,256,4096,sink_stress
14,0.94503945,example_0007,boilerplate,256,4096,sink_stress
15,0.9466618,example_0007,boilerplate,256,4096,sink_stress
16,0.94927746,example_0007,boilerplate,256,4096,sink_stress
17,0.9602816,example_0007,boilerplate,256,4096,sink_stress
18,0.96320367,example_0007,boilerplate,256,4096,sink_stress
19,0.9453535,example_0007,boilerplate,256,4096,sink_stress
20,0.96403044,example_0007,boilerplate,256,4096,sink_stress
21,0.97381437,example_0007,boilerplate,256,4096,sink_stress
22,0.9721395,example_0007,boilerplate,256,4096,sink_stress
23,0.96509266,example_0007,boilerplate,256,4096,sink_stress
0,0.99969816,example_0000,boilerplate,512,4096,sink_stress
1,0.9992729,example_0000,boilerplate,512,4096,sink_stress
2,0.9979546,example_0000,boilerplate,512,4096,sink_stress
3,0.9956122,example_0000,boilerplate,512,4096,sink_stress
4,0.9916353,example_0000,boilerplate,512,4096,sink_stress
5,0.9726036,example_0000,boilerplate,512,4096,sink_stress
6,0.9733995,example_0000,boilerplate,512,4096,sink_stress
7,0.97466034,example_0000,boilerplate,512,4096,sink_stress
8,0.9731466,example_0000,boilerplate,512,4096,sink_stress
9,0.9734725,example_0000,boilerplate,512,4096,sink_stress
10,0.9738234,example_0000,boilerplate,512,4096,sink_stress
11,0.9669556,example_0000,boilerplate,512,4096,sink_stress
12,0.9561384,example_0000,boilerplate,512,4096,sink_stress
13,0.9433458,example_0000,boilerplate,512,4096,sink_stress
14,0.94747084,example_0000,boilerplate,512,4096,sink_stress
15,0.93377584,example_0000,boilerplate,512,4096,sink_stress
16,0.9294113,example_0000,boilerplate,512,4096,sink_stress
17,0.94473255,example_0000,boilerplate,512,4096,sink_stress
18,0.9512316,example_0000,boilerplate,512,4096,sink_stress
19,0.9200961,example_0000,boilerplate,512,4096,sink_stress
20,0.94969,example_0000,boilerplate,512,4096,sink_stress
21,0.9658985,example_0000,boilerplate,512,4096,sink_stress
