layer,cosine_similarity,example_id,filler_type,sink_prefix_tokens,total_tokens,experiment
5,0.9680421,example_0006,code,256,4096,sink_stress
6,0.96381843,example_0006,code,256,4096,sink_stress
7,0.9658044,example_0006,code,256,4096,sink_stress
8,0.9558374,example_0006,code,256,4096,sink_stress
9,0.9576349,example_0006,code,256,4096,sink_stress
10,0.95419,example_0006,code,256,4096,sink_stress
11,0.95293796,example_0006,code,256,4096,sink_stress
12,0.9380708,example_0006,code,256,4096,sink_stress
13,0.9281506,example_0006,code,256,4096,sink_stress
14,0.93429685,example_0006,code,256,4096,sink_stress
15,0.9131412,example_0006,code,256,4096,sink_stress
16,0.89250904,example_0006,code,256,4096,sink_stress
17,0.9244001,example_0006,code,256,4096,sink_stress
18,0.93582755,example_0006,code,256,4096,sink_stress
19,0.92179585,example_0006,code,256,4096,sink_stress
20,0.9474109,example_0006,code,256,4096,sink_stress
21,0.9585881,example_0006,code,256,4096,sink_stress
22,0.9514002,example_0006,code,256,4096,sink_stress
23,0.92828,example_0006,code,256,4096,sink_stress
0,0.99977225,example_0007,code,256,4096,sink_stress
1,0.9994237,example_0007,code,256,4096,sink_stress
2,0.9989532,example_0007,code,256,4096,sink_stress
3,0.99428236,example_0007,code,256,4096,sink_stress
4,0.9886372,example_0007,code,256,4096,sink_stress
5,0.97697866,example_0007,code,256,4096,sink_stress
6,0.97510976,example_0007,code,256,4096,sink_stress
7,0.9802363,example_0007,code,256,4096,sink_stress
8,0.9764977,example_0007,code,256,4096,sink_stress
9,0.9804284,example_0007,code,256,4096,sink_stress
10,0.9764068,example_0007,code,256,4096,sink_stress
11,0.96785283,example_0007,code,256,4096,sink_stress
12,0.95383286,example_0007,code,256,4096,sink_stress
13,0.9381844,example_0007,code,256,4096,sink_stress
14,0.93792367,example_0007,code,256,4096,sink_stress
15,0.93463516,example_0007,code,256,4096,sink_stress
16,0.92508525,example_0007,code,256,4096,sink_stress
17,0.9459267,example_0007,code,256,4096,sink_stress
18,0.9522708,example_0007,code,256,4096,sink_stress
19,0.9396521,example_0007,code,256,4096,sink_stress
20,0.96437967,example_0007,code,256,4096,sink_stress
21,0.9688814,example_0007,code,256,4096,sink_stress
22,0.9666649,example_0007,code,256,4096,sink_stress
23,0.95506406,example_0007,code,256,4096,sink_stress
0,0.99968594,example_0000,code,512,4096,sink_stress
1,0.9993698,example_0000,code,512,4096,sink_stress
2,0.9979803,example_0000,code,512,4096,sink_stress
3,0.99141175,example_0000,code,512,4096,sink_stress
4,0.98814553,example_0000,code,512,4096,sink_stress
5,0.978078,example_0000,code,512,4096,sink_stress
6,0.98005396,example_0000,code,512,4096,sink_stress
7,0.9823419,example_0000,code,512,4096,sink_stress
8,0.98284996,example_0000,code,512,4096,sink_stress
9,0.98446584,example_0000,code,512,4096,sink_stress
10,0.97897017,example_0000,code,512,4096,sink_stress
11,0.974411,example_0000,code,512,4096,sink_stress
12,0.957731,example_0000,code,512,4096,sink_stress
13,0.95495045,example_0000,code,512,4096,sink_stress
14,0.956823,example_0000,code,512,4096,sink_stress
15,0.94747466,example_0000,code,512,4096,sink_stress
16,0.9290465,example_0000,code,512,4096,sink_stress
17,0.9361308,example_0000,code,512,4096,sink_stress
18,0.9375895,example_0000,code,512,4096,sink_stress
19,0.91939,example_0000,code,512,4096,sink_stress
20,0.93350816,example_0000,code,512,4096,sink_stress
21,0.9426759,example_0000,code,512,4096,sink_stress
22,0.9343877,example_0000,code,512,4096,sink_stress
23,0.8757608,example_0000,code,512,4096,sink_stress
0,0.99984485,example_0001,code,512,4096,sink_stress
1,0.999282,example_0001,code,512,4096,sink_stress
2,0.99859726,example_0001,code,512,4096,sink_stress
3,0.9913045,example_0001,code,512,4096,sink_stress
4,0.980873,example_0001,code,512,4096,sink_stress
5,0.93165475,example_0001,code,512,4096,sink_stress
6,0.91088426,example_0001,code,512,4096,sink_stress
7,0.9188695,example_0001,code,512,4096,sink_stress
8,0.90365154,example_0001,code,512,4096,sink_stress
9,0.90706205,example_0001,code,512,4096,sink_stress
10,0.91643786,example_0001,code,512,4096,sink_stress
11,0.91487354,example_0001,code,512,4096,sink_stress
12,0.9021292,example_0001,code,512,4096,sink_stress
13,0.90948486,example_0001,code,512,4096,sink_stress
14,0.89951074,example_0001,code,512,4096,sink_stress
15,0.91081655,example_0001,code,512,4096,sink_stress
16,0.9076819,example_0001,code,512,4096,sink_stress
17,0.93653166,example_0001,code,512,4096,sink_stress
18,0.9453991,example_0001,code,512,4096,sink_stress
19,0.9325024,example_0001,code,512,4096,sink_stress
20,0.9542379,example_0001,code,512,4096,sink_stress
21,0.95392424,example_0001,code,512,4096,sink_stress
22,0.95122814,example_0001,code,512,4096,sink_stress
23,0.93701917,example_0001,code,512,4096,sink_stress
0,0.9998892,example_0002,code,512,4096,sink_stress
1,0.9992339,example_0002,code,512,4096,sink_stress
2,0.9976124,example_0002,code,512,4096,sink_stress
3,0.9926993,example_0002,code,512,4096,sink_stress
4,0.9870864,example_0002,code,512,4096,sink_stress
5,0.9683352,example_0002,code,512,4096,sink_stress
6,0.9679282,example_0002,code,512,4096,sink_stress
7,0.9731275,example_0002,code,512,4096,sink_stress
8,0.9729556,example_0002,code,512,4096,sink_stress
9,0.97450185,example_0002,code,512,4096,sink_stress
10,0.96978855,example_0002,code,512,4096,sink_stress
11,0.9678924,example_0002,code,512,4096,sink_stress
12,0.9474404,example_0002,code,512,4096,sink_stress
13,0.94615597,example_0002,code,512,4096,sink_stress
14,0.9433603,example_0002,code,512,4096,sink_stress
15,0.93517125,example_0002,code,512,4096,sink_stress
16,0.9092139,example_0002,code,512,4096,sink_stress
17,0.92464435,example_0002,code,512,4096,sink_stress
18,0.9299476,example_0002,code,512,4096,sink_stress
19,0.90843946,example_0002,code,512,4096,sink_stress
20,0.9320814,example_0002,code,512,4096,sink_stress
21,0.9494693,example_0002,code,512,4096,sink_stress
22,0.9344549,example_0002,code,512,4096,sink_stress
23,0.8805398,example_0002,code,512,4096,sink_stress
0,0.99989593,example_0003,code,512,4096,sink_stress
1,0.9995738,example_0003,code,512,4096,sink_stress
2,0.99870056,example_0003,code,512,4096,sink_stress
3,0.9823127,example_0003,code,512,4096,sink_stress
4,0.97443974,example_0003,code,512,4096,sink_stress
5,0.9611918,example_0003,code,512,4096,sink_stress
6,0.95766985,example_0003,code,512,4096,sink_stress
7,0.9676055,example_0003,code,512,4096,sink_stress
8,0.9584067,example_0003,code,512,4096,sink_stress
9,0.96055937,example_0003,code,512,4096,sink_stress
10,0.95855075,example_0003,code,512,4096,sink_stress
11,0.9525742,example_0003,code,512,4096,sink_stress
12,0.93989384,example_0003,code,512,4096,sink_stress
13,0.9368169,example_0003,code,512,4096,sink_stress
14,0.92837536,example_0003,code,512,4096,sink_stress
15,0.9293661,example_0003,code,512,4096,sink_stress
16,0.91832095,example_0003,code,512,4096,sink_stress
17,0.9336724,example_0003,code,512,4096,sink_stress
18,0.9365053,example_0003,code,512,4096,sink_stress
19,0.91564614,example_0003,code,512,4096,sink_stress
20,0.93620294,example_0003,code,512,4096,sink_stress
21,0.9548361,example_0003,code,512,4096,sink_stress
22,0.94266355,example_0003,code,512,4096,sink_stress
23,0.90424764,example_0003,code,512,4096,sink_stress
0,0.9997226,example_0004,code,512,4096,sink_stress
1,0.99910873,example_0004,code,512,4096,sink_stress
2,0.9985808,example_0004,code,512,4096,sink_stress
3,0.99338686,example_0004,code,512,4096,sink_stress
4,0.9869093,example_0004,code,512,4096,sink_stress
5,0.975763,example_0004,code,512,4096,sink_stress
6,0.9748838,example_0004,code,512,4096,sink_stress
7,0.9775288,example_0004,code,512,4096,sink_stress
8,0.9724583,example_0004,code,512,4096,sink_stress
9,0.97274107,example_0004,code,512,4096,sink_stress
10,0.97034466,example_0004,code,512,4096,sink_stress
11,0.96646345,example_0004,code,512,4096,sink_stress
12,0.9520907,example_0004,code,512,4096,sink_stress
13,0.95153785,example_0004,code,512,4096,sink_stress
14,0.94290465,example_0004,code,512,4096,sink_stress
15,0.93734425,example_0004,code,512,4096,sink_stress
16,0.9264127,example_0004,code,512,4096,sink_stress
17,0.9442415,example_0004,code,512,4096,sink_stress
18,0.94877577,example_0004,code,512,4096,sink_stress
19,0.92918164,example_0004,code,512,4096,sink_stress
20,0.9575505,example_0004,code,512,4096,sink_stress
21,0.96795785,example_0004,code,512,4096,sink_stress
22,0.96221715,example_0004,code,512,4096,sink_stress
23,0.934529,example_0004,code,512,4096,sink_stress
0,0.9996173,example_0005,code,512,4096,sink_stress
1,0.99898887,example_0005,code,512,4096,sink_stress
2,0.9976506,example_0005,code,512,4096,sink_stress
3,0.99447405,example_0005,code,512,4096,sink_stress
4,0.9893473,example_0005,code,512,4096,sink_stress
5,0.9749703,example_0005,code,512,4096,sink_stress
6,0.9775127,example_0005,code,512,4096,sink_stress
7,0.97838247,example_0005,code,512,4096,sink_stress
8,0.9775299,example_0005,code,512,4096,sink_stress
9,0.98012036,example_0005,code,512,4096,sink_stress
10,0.97616935,example_0005,code,512,4096,sink_stress
11,0.97120327,example_0005,code,512,4096,sink_stress
12,0.9557257,example_0005,code,512,4096,sink_stress
13,0.95029986,example_0005,code,512,4096,sink_stress
14,0.94042194,example_0005,code,512,4096,sink_stress
15,0.93074644,example_0005,code,512,4096,sink_stress
16,0.92849314,example_0005,code,512,4096,sink_stress
17,0.9456252,example_0005,code,512,4096,sink_stress
18,0.95377624,example_0005,code,512,4096,sink_stress
19,0.93696415,example_0005,code,512,4096,sink_stress
20,0.94371796,example_0005,code,512,4096,sink_stress
21,0.95935273,example_0005,code,512,4096,sink_stress
22,0.95257825,example_0005,code,512,4096,sink_stress
23,0.9260268,example_0005,code,512,4096,sink_stress
0,0.999785,example_0006,code,512,4096,sink_stress
1,0.99914354,example_0006,code,512,4096,sink_stress
2,0.9984809,example_0006,code,512,4096,sink_stress
3,0.993888,example_0006,code,512,4096,sink_stress
4,0.98940474,example_0006,code,512,4096,sink_stress
5,0.97760916,example_0006,code,512,4096,sink_stress
6,0.9806707,example_0006,code,512,4096,sink_stress
7,0.9836541,example_0006,code,512,4096,sink_stress
8,0.9819248,example_0006,code,512,4096,sink_stress
9,0.98398596,example_0006,code,512,4096,sink_stress
10,0.97966415,example_0006,code,512,4096,sink_stress
11,0.9739925,example_0006,code,512,4096,sink_stress
12,0.9606205,example_0006,code,512,4096,sink_stress
13,0.9544534,example_0006,code,512,4096,sink_stress
14,0.95434666,example_0006,code,512,4096,sink_stress
15,0.9491735,example_0006,code,512,4096,sink_stress
16,0.9359577,example_0006,code,512,4096,sink_stress
17,0.94107795,example_0006,code,512,4096,sink_stress
18,0.9439611,example_0006,code,512,4096,sink_stress
19,0.93002087,example_0006,code,512,4096,sink_stress
20,0.95718527,example_0006,code,512,4096,sink_stress
21,0.9657204,example_0006,code,512,4096,sink_stress
22,0.95890117,example_0006,code,512,4096,sink_stress
23,0.91946286,example_0006,code,512,4096,sink_stress
0,0.9996699,example_0007,code,512,4096,sink_stress
1,0.99869716,example_0007,code,512,4096,sink_stress
2,0.9966865,example_0007,code,512,4096,sink_stress
3,0.9841153,example_0007,code,512,4096,sink_stress
4,0.96328855,example_0007,code,512,4096,sink_stress
5,0.96213615,example_0007,code,512,4096,sink_stress
6,0.9604202,example_0007,code,512,4096,sink_stress
7,0.96783435,example_0007,code,512,4096,sink_stress
8,0.9679006,example_0007,code,512,4096,sink_stress
9,0.971273,example_0007,code,512,4096,sink_stress
10,0.9668171,example_0007,code,512,4096,sink_stress
11,0.9570694,example_0007,code,512,4096,sink_stress
12,0.9448849,example_0007,code,512,4096,sink_stress
13,0.93207884,example_0007,code,512,4096,sink_stress
14,0.9309819,example_0007,code,512,4096,sink_stress
15,0.93058366,example_0007,code,512,4096,sink_stress
16,0.9210371,example_0007,code,512,4096,sink_stress
17,0.9445999,example_0007,code,512,4096,sink_stress
18,0.9542843,example_0007,code,512,4096,sink_stress
19,0.9404652,example_0007,code,512,4096,sink_stress
20,0.9625178,example_0007,code,512,4096,sink_stress
21,0.97081417,example_0007,code,512,4096,sink_stress
22,0.9680868,example_0007,code,512,4096,sink_stress
23,0.96023893,example_0007,code,512,4096,sink_stress
0,0.9999438,example_0000,table,64,4096,sink_stress
1,0.9997479,example_0000,table,64,4096,sink_stress
2,0.999601,example_0000,table,64,4096,sink_stress
3,0.9986525,example_0000,table,64,4096,sink_stress
4,0.99287945,example_0000,table,64,4096,sink_stress
5,0.9783771,example_0000,table,64,4096,sink_stress
6,0.9767686,example_0000,table,64,4096,sink_stress
7,0.97711015,example_0000,table,64,4096,sink_stress
8,0.97686404,example_0000,table,64,4096,sink_stress
9,0.9800847,example_0000,table,64,4096,sink_stress
10,0.9768932,example_0000,table,64,4096,sink_stress
11,0.9727372,example_0000,table,64,4096,sink_stress
12,0.96291965,example_0000,table,64,4096,sink_stress
13,0.94742435,example_0000,table,64,4096,sink_stress
14,0.9455199,example_0000,table,64,4096,sink_stress
15,0.94703776,example_0000,table,64,4096,sink_stress
16,0.95358396,example_0000,table,64,4096,sink_stress
17,0.96643144,example_0000,table,64,4096,sink_stress
18,0.9724899,example_0000,table,64,4096,sink_stress
19,0.96335816,example_0000,table,64,4096,sink_stress
20,0.9783315,example_0000,table,64,4096,sink_stress
21,0.9843465,example_0000,table,64,4096,sink_stress
22,0.9847182,example_0000,table,64,4096,sink_stress
23,0.96296895,example_0000,table,64,4096,sink_stress
0,0.99988294,example_0001,table,64,4096,sink_stress
1,0.99967545,example_0001,table,64,4096,sink_stress
2,0.99931425,example_0001,table,64,4096,sink_stress
3,0.9959088,example_0001,table,64,4096,sink_stress
4,0.99103737,example_0001,table,64,4096,sink_stress
5,0.9790216,example_0001,table,64,4096,sink_stress
6,0.98010266,example_0001,table,64,4096,sink_stress
7,0.9809252,example_0001,table,64,4096,sink_stress
8,0.9796891,example_0001,table,64,4096,sink_stress
9,0.9818844,example_0001,table,64,4096,sink_stress
10,0.9748163,example_0001,table,64,4096,sink_stress
11,0.97104096,example_0001,table,64,4096,sink_stress
12,0.9574085,example_0001,table,64,4096,sink_stress
13,0.9446578,example_0001,table,64,4096,sink_stress
14,0.9527168,example_0001,table,64,4096,sink_stress
15,0.9551481,example_0001,table,64,4096,sink_stress
16,0.9613073,example_0001,table,64,4096,sink_stress
17,0.9712954,example_0001,table,64,4096,sink_stress
18,0.97697246,example_0001,table,64,4096,sink_stress
19,0.9681799,example_0001,table,64,4096,sink_stress
20,0.9757221,example_0001,table,64,4096,sink_stress
21,0.98175144,example_0001,table,64,4096,sink_stress
22,0.9785449,example_0001,table,64,4096,sink_stress
23,0.96713203,example_0001,table,64,4096,sink_stress
0,0.9998846,example_0002,table,64,4096,sink_stress
1,0.999554,example_0002,table,64,4096,sink_stress
2,0.9993247,example_0002,table,64,4096,sink_stress
3,0.99847454,example_0002,table,64,4096,sink_stress
4,0.9930193,example_0002,table,64,4096,sink_stress
5,0.97699666,example_0002,table,64,4096,sink_stress
6,0.97721255,example_0002,table,64,4096,sink_stress
7,0.97834206,example_0002,table,64,4096,sink_stress
8,0.97765976,example_0002,table,64,4096,sink_stress
9,0.98118854,example_0002,table,64,4096,sink_stress
10,0.9749286,example_0002,table,64,4096,sink_stress
11,0.97232854,example_0002,table,64,4096,sink_stress
12,0.9629268,example_0002,table,64,4096,sink_stress
13,0.9551371,example_0002,table,64,4096,sink_stress
14,0.9604131,example_0002,table,64,4096,sink_stress
15,0.9538026,example_0002,table,64,4096,sink_stress
16,0.95746106,example_0002,table,64,4096,sink_stress
17,0.9702928,example_0002,table,64,4096,sink_stress
18,0.9763422,example_0002,table,64,4096,sink_stress
19,0.9691814,example_0002,table,64,4096,sink_stress
20,0.98096836,example_0002,table,64,4096,sink_stress
21,0.9853726,example_0002,table,64,4096,sink_stress
22,0.9859245,example_0002,table,64,4096,sink_stress
23,0.97657603,example_0002,table,64,4096,sink_stress
0,0.9997889,example_0003,table,64,4096,sink_stress
1,0.9995635,example_0003,table,64,4096,sink_stress
2,0.9992177,example_0003,table,64,4096,sink_stress
3,0.9959834,example_0003,table,64,4096,sink_stress
4,0.9894991,example_0003,table,64,4096,sink_stress
5,0.97332525,example_0003,table,64,4096,sink_stress
6,0.97278565,example_0003,table,64,4096,sink_stress
7,0.9741994,example_0003,table,64,4096,sink_stress
8,0.97205806,example_0003,table,64,4096,sink_stress
9,0.97620326,example_0003,table,64,4096,sink_stress
10,0.9743155,example_0003,table,64,4096,sink_stress
11,0.9705224,example_0003,table,64,4096,sink_stress
12,0.9627388,example_0003,table,64,4096,sink_stress
13,0.9510093,example_0003,table,64,4096,sink_stress
14,0.9513648,example_0003,table,64,4096,sink_stress
15,0.9540004,example_0003,table,64,4096,sink_stress
16,0.95863014,example_0003,table,64,4096,sink_stress
17,0.9714333,example_0003,table,64,4096,sink_stress
18,0.97540927,example_0003,table,64,4096,sink_stress
19,0.96935284,example_0003,table,64,4096,sink_stress
20,0.97646916,example_0003,table,64,4096,sink_stress
21,0.9743083,example_0003,table,64,4096,sink_stress
22,0.9739902,example_0003,table,64,4096,sink_stress
23,0.9625242,example_0003,table,64,4096,sink_stress
0,0.99980134,example_0004,table,64,4096,sink_stress
1,0.99965745,example_0004,table,64,4096,sink_stress
2,0.9995325,example_0004,table,64,4096,sink_stress
3,0.9979536,example_0004,table,64,4096,sink_stress
4,0.99033606,example_0004,table,64,4096,sink_stress
5,0.97530246,example_0004,table,64,4096,sink_stress
6,0.9744346,example_0004,table,64,4096,sink_stress
7,0.9747636,example_0004,table,64,4096,sink_stress
8,0.9735853,example_0004,table,64,4096,sink_stress
9,0.9764317,example_0004,table,64,4096,sink_stress
10,0.9731977,example_0004,table,64,4096,sink_stress
11,0.9689379,example_0004,table,64,4096,sink_stress
12,0.9568258,example_0004,table,64,4096,sink_stress
13,0.94440764,example_0004,table,64,4096,sink_stress
14,0.94311684,example_0004,table,64,4096,sink_stress
15,0.94704235,example_0004,table,64,4096,sink_stress
16,0.95455074,example_0004,table,64,4096,sink_stress
17,0.9675097,example_0004,table,64,4096,sink_stress
18,0.9738341,example_0004,table,64,4096,sink_stress
19,0.96672887,example_0004,table,64,4096,sink_stress
20,0.97350097,example_0004,table,64,4096,sink_stress
21,0.9772624,example_0004,table,64,4096,sink_stress
22,0.97634107,example_0004,table,64,4096,sink_stress
23,0.96273685,example_0004,table,64,4096,sink_stress
0,0.9999709,example_0005,table,64,4096,sink_stress
1,0.99977815,example_0005,table,64,4096,sink_stress
2,0.99968535,example_0005,table,64,4096,sink_stress
3,0.9995115,example_0005,table,64,4096,sink_stress
4,0.9954705,example_0005,table,64,4096,sink_stress
5,0.9818429,example_0005,table,64,4096,sink_stress
6,0.9801809,example_0005,table,64,4096,sink_stress
7,0.9806181,example_0005,table,64,4096,sink_stress
8,0.9794832,example_0005,table,64,4096,sink_stress
9,0.9832569,example_0005,table,64,4096,sink_stress
10,0.9794374,example_0005,table,64,4096,sink_stress
11,0.97534025,example_0005,table,64,4096,sink_stress
12,0.96622753,example_0005,table,64,4096,sink_stress
13,0.96158534,example_0005,table,64,4096,sink_stress
14,0.966282,example_0005,table,64,4096,sink_stress
15,0.9697564,example_0005,table,64,4096,sink_stress
16,0.97297484,example_0005,table,64,4096,sink_stress
17,0.97970325,example_0005,table,64,4096,sink_stress
18,0.98401934,example_0005,table,64,4096,sink_stress
19,0.9807916,example_0005,table,64,4096,sink_stress
20,0.9875424,example_0005,table,64,4096,sink_stress
21,0.98972315,example_0005,table,64,4096,sink_stress
22,0.9898019,example_0005,table,64,4096,sink_stress
23,0.9835296,example_0005,table,64,4096,sink_stress
0,0.9999268,example_0006,table,64,4096,sink_stress
1,0.9996344,example_0006,table,64,4096,sink_stress
2,0.9991766,example_0006,table,64,4096,sink_stress
3,0.9952093,example_0006,table,64,4096,sink_stress
4,0.9901244,example_0006,table,64,4096,sink_stress
5,0.979276,example_0006,table,64,4096,sink_stress
6,0.9797013,example_0006,table,64,4096,sink_stress
7,0.98044413,example_0006,table,64,4096,sink_stress
8,0.979226,example_0006,table,64,4096,sink_stress
9,0.98035526,example_0006,table,64,4096,sink_stress
10,0.97410476,example_0006,table,64,4096,sink_stress
11,0.9709331,example_0006,table,64,4096,sink_stress
12,0.95893395,example_0006,table,64,4096,sink_stress
13,0.9451178,example_0006,table,64,4096,sink_stress
14,0.94782,example_0006,table,64,4096,sink_stress
15,0.9554719,example_0006,table,64,4096,sink_stress
16,0.95806175,example_0006,table,64,4096,sink_stress
17,0.9693543,example_0006,table,64,4096,sink_stress
18,0.97504354,example_0006,table,64,4096,sink_stress
19,0.9684332,example_0006,table,64,4096,sink_stress
20,0.98186964,example_0006,table,64,4096,sink_stress
21,0.98573923,example_0006,table,64,4096,sink_stress
22,0.98608714,example_0006,table,64,4096,sink_stress
23,0.97807884,example_0006,table,64,4096,sink_stress
0,0.99982035,example_0007,table,64,4096,sink_stress
1,0.9994517,example_0007,table,64,4096,sink_stress
2,0.9992604,example_0007,table,64,4096,sink_stress
3,0.9986252,example_0007,table,64,4096,sink_stress
4,0.99357593,example_0007,table,64,4096,sink_stress
5,0.97772884,example_0007,table,64,4096,sink_stress
6,0.9780248,example_0007,table,64,4096,sink_stress
7,0.9789199,example_0007,table,64,4096,sink_stress
8,0.97794175,example_0007,table,64,4096,sink_stress
9,0.9824196,example_0007,table,64,4096,sink_stress
10,0.97637355,example_0007,table,64,4096,sink_stress
11,0.97492146,example_0007,table,64,4096,sink_stress
12,0.96611816,example_0007,table,64,4096,sink_stress
13,0.9559675,example_0007,table,64,4096,sink_stress
14,0.9562083,example_0007,table,64,4096,sink_stress
15,0.9589113,example_0007,table,64,4096,sink_stress
16,0.96294165,example_0007,table,64,4096,sink_stress
17,0.9726698,example_0007,table,64,4096,sink_stress
18,0.977771,example_0007,table,64,4096,sink_stress
19,0.97331125,example_0007,table,64,4096,sink_stress
20,0.9843959,example_0007,table,64,4096,sink_stress
21,0.98106194,example_0007,table,64,4096,sink_stress
22,0.98034286,example_0007,table,64,4096,sink_stress
23,0.9737986,example_0007,table,64,4096,sink_stress
0,0.999922,example_0000,table,256,4096,sink_stress
1,0.9991876,example_0000,table,256,4096,sink_stress
2,0.99844676,example_0000,table,256,4096,sink_stress
3,0.99075943,example_0000,table,256,4096,sink_stress
4,0.98153085,example_0000,table,256,4096,sink_stress
5,0.96438706,example_0000,table,256,4096,sink_stress
6,0.96641666,example_0000,table,256,4096,sink_stress
7,0.96813625,example_0000,table,256,4096,sink_stress
8,0.9645172,example_0000,table,256,4096,sink_stress
9,0.96646005,example_0000,table,256,4096,sink_stress
10,0.96607906,example_0000,table,256,4096,sink_stress
11,0.96191573,example_0000,table,256,4096,sink_stress
12,0.95547414,example_0000,table,256,4096,sink_stress
13,0.9432326,example_0000,table,256,4096,sink_stress
14,0.94466364,example_0000,table,256,4096,sink_stress
15,0.9431453,example_0000,table,256,4096,sink_stress
16,0.944571,example_0000,table,256,4096,sink_stress
17,0.9633461,example_0000,table,256,4096,sink_stress
18,0.9705896,example_0000,table,256,4096,sink_stress
19,0.9649239,example_0000,table,256,4096,sink_stress
20,0.9764702,example_0000,table,256,4096,sink_stress
21,0.98152447,example_0000,table,256,4096,sink_stress
22,0.9831312,example_0000,table,256,4096,sink_stress
23,0.9747994,example_0000,table,256,4096,sink_stress
0,0.99992335,example_0001,table,256,4096,sink_stress
1,0.9990989,example_0001,table,256,4096,sink_stress
2,0.9985267,example_0001,table,256,4096,sink_stress
3,0.9937568,example_0001,table,256,4096,sink_stress
4,0.98496085,example_0001,table,256,4096,sink_stress
5,0.9723294,example_0001,table,256,4096,sink_stress
6,0.9724328,example_0001,table,256,4096,sink_stress
7,0.97428876,example_0001,table,256,4096,sink_stress
8,0.9732025,example_0001,table,256,4096,sink_stress
9,0.97421175,example_0001,table,256,4096,sink_stress
10,0.9675927,example_0001,table,256,4096,sink_stress
11,0.9629899,example_0001,table,256,4096,sink_stress
12,0.95247096,example_0001,table,256,4096,sink_stress
13,0.93667305,example_0001,table,256,4096,sink_stress
14,0.94425046,example_0001,table,256,4096,sink_stress
15,0.9468277,example_0001,table,256,4096,sink_stress
16,0.95165426,example_0001,table,256,4096,sink_stress
17,0.9666608,example_0001,table,256,4096,sink_stress
18,0.9729246,example_0001,table,256,4096,sink_stress
19,0.9640341,example_0001,table,256,4096,sink_stress
20,0.97897613,example_0001,table,256,4096,sink_stress
21,0.98372215,example_0001,table,256,4096,sink_stress
22,0.98259443,example_0001,table,256,4096,sink_stress
23,0.97533107,example_0001,table,256,4096,sink_stress
0,0.9998609,example_0002,table,256,4096,sink_stress
1,0.9990844,example_0002,table,256,4096,sink_stress
2,0.99875593,example_0002,table,256,4096,sink_stress
3,0.99706614,example_0002,table,256,4096,sink_stress
4,0.9890335,example_0002,table,256,4096,sink_stress
5,0.97389627,example_0002,table,256,4096,sink_stress
6,0.97497267,example_0002,table,256,4096,sink_stress
7,0.9772238,example_0002,table,256,4096,sink_stress
8,0.97665215,example_0002,table,256,4096,sink_stress
9,0.9787319,example_0002,table,256,4096,sink_stress
10,0.9739321,example_0002,table,256,4096,sink_stress
11,0.9695207,example_0002,table,256,4096,sink_stress
12,0.9621536,example_0002,table,256,4096,sink_stress
13,0.95181626,example_0002,table,256,4096,sink_stress
14,0.95486975,example_0002,table,256,4096,sink_stress
15,0.9514874,example_0002,table,256,4096,sink_stress
16,0.9523671,example_0002,table,256,4096,sink_stress
17,0.96613437,example_0002,table,256,4096,sink_stress
18,0.97007275,example_0002,table,256,4096,sink_stress
19,0.96369356,example_0002,table,256,4096,sink_stress
20,0.9789987,example_0002,table,256,4096,sink_stress
21,0.9850623,example_0002,table,256,4096,sink_stress
22,0.9854286,example_0002,table,256,4096,sink_stress
23,0.98291105,example_0002,table,256,4096,sink_stress
0,0.9998015,example_0003,table,256,4096,sink_stress
1,0.99912846,example_0003,table,256,4096,sink_stress
2,0.99863285,example_0003,table,256,4096,sink_stress
3,0.9949294,example_0003,table,256,4096,sink_stress
4,0.9852316,example_0003,table,256,4096,sink_stress
5,0.9678654,example_0003,table,256,4096,sink_stress
6,0.96874046,example_0003,table,256,4096,sink_stress
7,0.97098815,example_0003,table,256,4096,sink_stress
8,0.9683396,example_0003,table,256,4096,sink_stress
9,0.96945745,example_0003,table,256,4096,sink_stress
10,0.96826935,example_0003,table,256,4096,sink_stress
11,0.9633083,example_0003,table,256,4096,sink_stress
12,0.954923,example_0003,table,256,4096,sink_stress
13,0.9416445,example_0003,table,256,4096,sink_stress
14,0.9451865,example_0003,table,256,4096,sink_stress
15,0.9493383,example_0003,table,256,4096,sink_stress
16,0.9530307,example_0003,table,256,4096,sink_stress
17,0.967947,example_0003,table,256,4096,sink_stress
18,0.9726172,example_0003,table,256,4096,sink_stress
19,0.96682924,example_0003,table,256,4096,sink_stress
20,0.9731632,example_0003,table,256,4096,sink_stress
21,0.97306156,example_0003,table,256,4096,sink_stress
22,0.97399783,example_0003,table,256,4096,sink_stress
23,0.96403843,example_0003,table,256,4096,sink_stress
0,0.99981385,example_0004,table,256,4096,sink_stress
1,0.9991914,example_0004,table,256,4096,sink_stress
2,0.99897677,example_0004,table,256,4096,sink_stress
3,0.99777365,example_0004,table,256,4096,sink_stress
4,0.98689574,example_0004,table,256,4096,sink_stress
5,0.97095275,example_0004,table,256,4096,sink_stress
6,0.9700023,example_0004,table,256,4096,sink_stress
7,0.97139424,example_0004,table,256,4096,sink_stress
8,0.96991956,example_0004,table,256,4096,sink_stress
9,0.9704112,example_0004,table,256,4096,sink_stress
10,0.9673141,example_0004,table,256,4096,sink_stress
11,0.96278167,example_0004,table,256,4096,sink_stress
12,0.95109165,example_0004,table,256,4096,sink_stress
13,0.9384899,example_0004,table,256,4096,sink_stress
