layer,head,relevant_mass,sink_mass,relevant_ratio,sink_over_relevant,example_id,filler_type,sink_prefix_tokens,total_tokens,experiment
1,7,0.0008707046508789062,0.0013664960861206055,0.0008707456003593614,1.5694140197152244,example_0000,natural,0,4096,sink_stress
1,8,4.5239925384521484e-05,0.0,4.524133839972743e-05,0.0,example_0000,natural,0,4096,sink_stress
1,9,5.364418029785156e-07,0.0,5.365268044618523e-07,0.0,example_0000,natural,0,4096,sink_stress
1,10,9.071826934814453e-05,0.0,9.071400865085024e-05,0.0,example_0000,natural,0,4096,sink_stress
1,11,2.7894973754882812e-05,0.0,2.7890664779954574e-05,0.0,example_0000,natural,0,4096,sink_stress
1,12,0.00018680095672607422,0.04173159599304199,0.00018678906615241463,223.40140395660498,example_0000,natural,0,4096,sink_stress
1,13,0.00033396482467651367,0.0054683685302734375,0.0003339610027961411,16.3740853114403,example_0000,natural,0,4096,sink_stress
2,0,3.0994415283203125e-06,2.9802322387695312e-06,3.0992394347225674e-06,0.9615384615384616,example_0000,natural,0,4096,sink_stress
2,1,6.556510925292969e-07,0.0,6.556806382276118e-07,0.0,example_0000,natural,0,4096,sink_stress
2,2,0.0,0.0,0.0,0.0,example_0000,natural,0,4096,sink_stress
2,3,0.0,0.0,0.0,0.0,example_0000,natural,0,4096,sink_stress
2,4,2.980232238769531e-07,3.5762786865234375e-07,2.979869195661787e-07,1.2,example_0000,natural,0,4096,sink_stress
2,5,0.00014126300811767578,0.00043463706970214844,0.00014127010647653102,3.0767932489451475,example_0000,natural,0,4096,sink_stress
2,6,0.0,0.0,0.0,0.0,example_0000,natural,0,4096,sink_stress
2,7,9.238719940185547e-05,0.00335848331451416,9.238848248221984e-05,36.35225806451613,example_0000,natural,0,4096,sink_stress
2,8,2.1219253540039062e-05,1.8477439880371094e-05,2.1221012975516853e-05,0.8707865168539326,example_0000,natural,0,4096,sink_stress
2,9,2.1278858184814453e-05,0.0020353198051452637,2.128139766205069e-05,95.64985994397759,example_0000,natural,0,4096,sink_stress
2,10,5.698204040527344e-05,0.00012737512588500977,5.6978209530094266e-05,2.235355648535565,example_0000,natural,0,4096,sink_stress
2,11,5.728006362915039e-05,0.001509547233581543,5.728479604287835e-05,26.353798126951094,example_0000,natural,0,4096,sink_stress
2,12,5.340576171875e-05,0.0001023411750793457,5.34071910279257e-05,1.9162946428571428,example_0000,natural,0,4096,sink_stress
2,13,0.0003008842468261719,0.0021405816078186035,0.0003008994019028311,7.114302694136292,example_0000,natural,0,4096,sink_stress
3,0,5.960464477539063e-08,0.5473647713661194,5.959176541916073e-08,9183257.0,example_0000,natural,0,4096,sink_stress
3,1,2.384185791015625e-07,0.3908696174621582,2.3839260448926648e-07,1639426.0,example_0000,natural,0,4096,sink_stress
3,2,2.384185791015625e-07,0.10095226764678955,2.3842207502308223e-07,423424.5,example_0000,natural,0,4096,sink_stress
3,3,0.0002065896987915039,0.15271860361099243,0.0002066001043968329,739.236295441431,example_0000,natural,0,4096,sink_stress
3,4,0.0,0.1676025390625,0.0,16760253.90625,example_0000,natural,0,4096,sink_stress
3,5,8.940696716308594e-07,0.6894676089286804,8.938569857426235e-07,771156.4666666667,example_0000,natural,0,4096,sink_stress
3,6,4.470348358154297e-06,0.11248779296875,4.470782719602164e-06,25163.093333333334,example_0000,natural,0,4096,sink_stress
3,7,4.5299530029296875e-06,0.23068618774414062,4.53030106771447e-06,50924.63157894737,example_0000,natural,0,4096,sink_stress
3,8,8.344650268554688e-06,0.14439177513122559,8.343576066237504e-06,17303.514285714286,example_0000,natural,0,4096,sink_stress
3,9,0.0008221268653869629,0.37597787380218506,0.0008221320596932368,457.32342492568694,example_0000,natural,0,4096,sink_stress
3,10,4.76837158203125e-07,0.06024843454360962,4.76927186751392e-07,126350.125,example_0000,natural,0,4096,sink_stress
3,11,1.8417835235595703e-05,0.6021534204483032,1.841949084950692e-05,32694.038834951458,example_0000,natural,0,4096,sink_stress
3,12,8.106231689453125e-06,0.2579197883605957,8.107015465443429e-06,31817.470588235294,example_0000,natural,0,4096,sink_stress
3,13,3.546476364135742e-05,0.5008262991905212,3.5465249836889654e-05,14121.8,example_0000,natural,0,4096,sink_stress
4,0,1.1920928955078125e-07,0.2932206988334656,1.1924250246369916e-07,2459713.5,example_0000,natural,0,4096,sink_stress
4,1,2.682209014892578e-06,0.5854695439338684,2.68242869717061e-06,218278.86666666667,example_0000,natural,0,4096,sink_stress
4,2,4.351139068603516e-06,0.22205853462219238,4.351608020502393e-06,51034.57534246575,example_0000,natural,0,4096,sink_stress
4,3,3.832578659057617e-05,0.5293578505516052,3.832395916179839e-05,13812.054432348366,example_0000,natural,0,4096,sink_stress
4,4,2.980232238769531e-07,0.6665120124816895,2.9799977781136564e-07,2236443.2,example_0000,natural,0,4096,sink_stress
4,5,4.76837158203125e-07,0.7050961256027222,4.769383609631675e-07,1478693.75,example_0000,natural,0,4096,sink_stress
4,6,4.172325134277344e-07,0.49146556854248047,4.172502706464077e-07,1177917.7142857143,example_0000,natural,0,4096,sink_stress
4,7,0.004094481468200684,0.5915066599845886,0.004094288189634908,144.46436369988646,example_0000,natural,0,4096,sink_stress
4,8,0.0014069080352783203,0.5764012336730957,0.0014066093955834467,409.69361125233013,example_0000,natural,0,4096,sink_stress
4,9,0.005251646041870117,0.634139358997345,0.00525129047238966,120.75059018477323,example_0000,natural,0,4096,sink_stress
4,10,1.2516975402832031e-05,0.5557719469070435,1.2518055805254341e-05,44401.45714285714,example_0000,natural,0,4096,sink_stress
4,11,5.048513412475586e-05,0.19213616847991943,5.0498751184365636e-05,3805.7969303423847,example_0000,natural,0,4096,sink_stress
4,12,8.940696716308594e-07,0.19003748893737793,8.940401495550362e-07,212553.33333333334,example_0000,natural,0,4096,sink_stress
4,13,0.0028517842292785645,0.5022907257080078,0.002851791538419494,176.1320932176821,example_0000,natural,0,4096,sink_stress
5,0,0.001148521900177002,0.5687249898910522,0.0011485592790464376,495.1799263065027,example_0000,natural,0,4096,sink_stress
5,1,1.1920928955078125e-06,0.24422967433929443,1.1922144817696994e-06,204874.7,example_0000,natural,0,4096,sink_stress
5,2,0.0007318854331970215,0.8043253421783447,0.000731814769510829,1098.977115400277,example_0000,natural,0,4096,sink_stress
5,3,3.0040740966796875e-05,0.08109080791473389,3.0039122380815014e-05,2699.3611111111113,example_0000,natural,0,4096,sink_stress
5,4,5.4836273193359375e-06,0.24054569005966187,5.483877043846935e-06,43866.163043478264,example_0000,natural,0,4096,sink_stress
5,5,1.1324882507324219e-05,0.6302267909049988,1.1322367957651007e-05,55649.742105263154,example_0000,natural,0,4096,sink_stress
5,6,7.325410842895508e-05,0.19595485925674438,7.325623050499114e-05,2675.0016273393003,example_0000,natural,0,4096,sink_stress
5,7,0.0003695487976074219,0.837635338306427,0.0003695841760746703,2266.6433870967744,example_0000,natural,0,4096,sink_stress
5,8,0.00022369623184204102,0.5189266800880432,0.00022369601850889348,2319.7828403943513,example_0000,natural,0,4096,sink_stress
5,9,1.138448715209961e-05,0.10123735666275024,1.1382709580713424e-05,8892.570680628272,example_0000,natural,0,4096,sink_stress
5,10,6.252527236938477e-05,0.4728720188140869,6.25269755618472e-05,7562.894184938036,example_0000,natural,0,4096,sink_stress
