layer,head,relevant_mass,sink_mass,relevant_ratio,sink_over_relevant,example_id,filler_type,sink_prefix_tokens,total_tokens,experiment
21,3,0.1612701416015625,0.22656697034835815,0.161252187544922,1.4048909990301826,example_0001,natural,256,4096,sink_stress
21,4,0.0374528169631958,0.2517138719558716,0.037448812534231754,6.72082615850301,example_0001,natural,256,4096,sink_stress
21,5,0.022334516048431396,0.47114098072052,0.022333033144538224,21.094747685549663,example_0001,natural,256,4096,sink_stress
21,6,0.2447425127029419,0.36815589666366577,0.24476980950317268,1.5042580571627857,example_0001,natural,256,4096,sink_stress
21,7,0.00034368038177490234,0.8027594685554504,0.00034367595708330095,2335.773326396115,example_0001,natural,256,4096,sink_stress
21,8,0.1477375030517578,0.4613370895385742,0.14773031783465426,3.1226809713776675,example_0001,natural,256,4096,sink_stress
21,9,2.676248550415039e-05,0.008379757404327393,2.6756820665180522e-05,313.11581291759467,example_0001,natural,256,4096,sink_stress
21,10,0.02027571201324463,0.3084554672241211,0.020275970641238525,15.213052297380722,example_0001,natural,256,4096,sink_stress
21,11,0.7822523713111877,0.07327920198440552,0.7823782347950764,0.09367718740382613,example_0001,natural,256,4096,sink_stress
21,12,0.0019156336784362793,0.8107977509498596,0.0019153085470949337,423.2530259186658,example_0001,natural,256,4096,sink_stress
21,13,0.07894021272659302,0.47817671298980713,0.07893814249141835,6.057454071551053,example_0001,natural,256,4096,sink_stress
22,0,0.010037779808044434,0.0170249342918396,0.010037563228733015,1.6960856501549826,example_0001,natural,256,4096,sink_stress
22,1,0.0731651782989502,0.02571004629135132,0.07316367815105415,0.3513973025023055,example_0001,natural,256,4096,sink_stress
22,2,0.13184815645217896,0.011383473873138428,0.1318549074748469,0.08633775533499545,example_0001,natural,256,4096,sink_stress
22,3,0.05969893932342529,0.020336389541625977,0.05969911368230405,0.34064909313466096,example_0001,natural,256,4096,sink_stress
22,4,0.0032816529273986816,0.03051060438156128,0.003281592683163499,9.297328223477487,example_0001,natural,256,4096,sink_stress
22,5,0.00676041841506958,0.010870575904846191,0.006760580002819367,1.6079738320064185,example_0001,natural,256,4096,sink_stress
22,6,0.03205221891403198,0.019222140312194824,0.03205139361607777,0.599713248051593,example_0001,natural,256,4096,sink_stress
22,7,0.037980496883392334,0.005059301853179932,0.037980465190022426,0.13320789005770495,example_0001,natural,256,4096,sink_stress
22,8,0.003933250904083252,0.015580475330352783,0.003933317017280989,3.961220809528861,example_0001,natural,256,4096,sink_stress
22,9,0.260978639125824,0.025464177131652832,0.26096277344054525,0.09757188257609065,example_0001,natural,256,4096,sink_stress
22,10,0.06988608837127686,0.016239166259765625,0.06989024582298585,0.23236622106381782,example_0001,natural,256,4096,sink_stress
22,11,0.8073411583900452,0.002977311611175537,0.8073059351477309,0.003687798621728547,example_0001,natural,256,4096,sink_stress
22,12,0.0017830729484558105,0.056805193424224854,0.001783027887116424,31.858031088082903,example_0001,natural,256,4096,sink_stress
22,13,0.11371040344238281,0.012142360210418701,0.11371444307613811,0.10678319522954861,example_0001,natural,256,4096,sink_stress
23,0,0.03156697750091553,0.02900111675262451,0.031566593671732604,0.9187169329652609,example_0001,natural,256,4096,sink_stress
23,1,1.1920928955078125e-07,2.205371856689453e-06,1.1918215299699017e-07,18.5,example_0001,natural,256,4096,sink_stress
23,2,0.2145044207572937,0.03148937225341797,0.21450511117434523,0.1468005747492141,example_0001,natural,256,4096,sink_stress
23,3,0.0182647705078125,0.07600796222686768,0.018265080782653275,4.161451806599833,example_0001,natural,256,4096,sink_stress
23,4,0.00040030479431152344,0.002784132957458496,0.000400232463787186,6.955032757593806,example_0001,natural,256,4096,sink_stress
23,5,0.008277952671051025,0.10300219058990479,0.008277928000903127,12.442954759830359,example_0001,natural,256,4096,sink_stress
23,6,0.0001990795135498047,0.009706616401672363,0.0001990968276424128,48.75748502994012,example_0001,natural,256,4096,sink_stress
23,7,0.136397123336792,0.01643240451812744,0.1363967005831939,0.1204747146869991,example_0001,natural,256,4096,sink_stress
23,8,0.12386524677276611,0.02852165699005127,0.12386688580802974,0.23026359477872724,example_0001,natural,256,4096,sink_stress
23,9,0.09872972965240479,0.012464523315429688,0.09873278393237954,0.12624893595184766,example_0001,natural,256,4096,sink_stress
23,10,0.07964015007019043,0.05372166633605957,0.07963745390928861,0.6745550615953418,example_0001,natural,256,4096,sink_stress
23,11,0.5004138946533203,0.005714356899261475,0.5004295841432368,0.01141926105633078,example_0001,natural,256,4096,sink_stress
23,12,0.5565946698188782,0.008033275604248047,0.5566931193163998,0.014432900708269737,example_0001,natural,256,4096,sink_stress
23,13,0.15170663595199585,0.019003629684448242,0.15171132911323368,0.12526564553485658,example_0001,natural,256,4096,sink_stress
0,0,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
0,1,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
0,2,5.7220458984375e-06,2.384185791015625e-07,5.721603918154363e-06,0.041666666666666664,example_0002,natural,256,4096,sink_stress
0,3,0.001807570457458496,0.007293760776519775,0.0018076213119780572,4.035118380267757,example_0002,natural,256,4096,sink_stress
0,4,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
0,5,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
0,6,1.7881393432617188e-07,0.0,1.7884273726201546e-07,0.0,example_0002,natural,256,4096,sink_stress
0,7,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
0,8,0.0001507401466369629,4.410743713378906e-05,0.00015073195293300898,0.2926057730328193,example_0002,natural,256,4096,sink_stress
0,9,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
0,10,0.0004947185516357422,0.007917940616607666,0.0004946947268641409,16.004939759036144,example_0002,natural,256,4096,sink_stress
0,11,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
0,12,1.2636184692382812e-05,0.00028580427169799805,1.2636223104439875e-05,22.617924528301888,example_0002,natural,256,4096,sink_stress
0,13,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
1,0,7.396936416625977e-05,0.00037974119186401367,7.397938258392994e-05,5.133763094278807,example_0002,natural,256,4096,sink_stress
1,1,0.0001329183578491211,0.006658196449279785,0.00013291734377026543,50.09237668161435,example_0002,natural,256,4096,sink_stress
1,2,0.00011259317398071289,4.023313522338867e-05,0.00011259188546884001,0.35733192165166755,example_0002,natural,256,4096,sink_stress
1,3,0.0006791949272155762,0.026975154876708984,0.0006791716097088342,39.716366827555944,example_0002,natural,256,4096,sink_stress
1,4,1.1324882507324219e-06,2.6226043701171875e-06,1.1326789072295436e-06,2.3157894736842106,example_0002,natural,256,4096,sink_stress
1,5,0.0002117156982421875,0.002615988254547119,0.00021170989355140724,12.356137387387387,example_0002,natural,256,4096,sink_stress
1,6,0.00025343894958496094,0.001973092555999756,0.00025341876939082703,7.785277516462841,example_0002,natural,256,4096,sink_stress
1,7,0.0007226467132568359,0.014245748519897461,0.0007226202673408898,19.713295941933357,example_0002,natural,256,4096,sink_stress
1,8,1.710653305053711e-05,0.0,1.710423307717907e-05,0.0,example_0002,natural,256,4096,sink_stress
1,9,2.384185791015625e-07,0.0,2.38455646772789e-07,0.0,example_0002,natural,256,4096,sink_stress
1,10,3.88026237487793e-05,0.0,3.8800389696571414e-05,0.0,example_0002,natural,256,4096,sink_stress
1,11,2.0503997802734375e-05,0.0,2.050244336676821e-05,0.0,example_0002,natural,256,4096,sink_stress
1,12,0.00022810697555541992,0.05690574645996094,0.00022812125249595168,249.46955840083618,example_0002,natural,256,4096,sink_stress
1,13,0.0001685619354248047,0.003422081470489502,0.0001685633922631668,20.30162659123055,example_0002,natural,256,4096,sink_stress
2,0,2.7418136596679688e-06,1.2516975402832031e-06,2.7423906707207946e-06,0.45652173913043476,example_0002,natural,256,4096,sink_stress
2,1,6.556510925292969e-07,0.0,6.556964282904158e-07,0.0,example_0002,natural,256,4096,sink_stress
2,2,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
2,3,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
2,4,1.7881393432617188e-07,0.0,1.788339845374176e-07,0.0,example_0002,natural,256,4096,sink_stress
2,5,0.00010389089584350586,0.00035947561264038086,0.00010388791120212081,3.4601262191623636,example_0002,natural,256,4096,sink_stress
2,6,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
2,7,5.817413330078125e-05,0.0007113218307495117,5.817027775354016e-05,12.227459016393443,example_0002,natural,256,4096,sink_stress
2,8,1.519918441772461e-05,5.066394805908203e-06,1.5201822072509115e-05,0.3333333333333333,example_0002,natural,256,4096,sink_stress
2,9,1.2874603271484375e-05,0.00019508600234985352,1.287435771259856e-05,15.152777777777779,example_0002,natural,256,4096,sink_stress
2,10,5.4895877838134766e-05,0.00015562772750854492,5.4892632157140974e-05,2.8349619978284473,example_0002,natural,256,4096,sink_stress
2,11,3.802776336669922e-05,0.0003217458724975586,3.80295291544921e-05,8.460815047021944,example_0002,natural,256,4096,sink_stress
2,12,3.463029861450195e-05,1.8775463104248047e-05,3.4632253452779045e-05,0.5421686746987951,example_0002,natural,256,4096,sink_stress
2,13,0.00021326541900634766,0.0025051236152648926,0.00021327375814827353,11.746506428172163,example_0002,natural,256,4096,sink_stress
3,0,6.556510925292969e-07,0.5546877384185791,6.557004150106754e-07,846010.5454545454,example_0002,natural,256,4096,sink_stress
3,1,1.1920928955078125e-07,0.41040050983428955,1.1922704155145858e-07,3442689.0,example_0002,natural,256,4096,sink_stress
3,2,5.960464477539063e-08,0.1263427734375,5.960692925784069e-08,2119680.0,example_0002,natural,256,4096,sink_stress
3,3,0.0001919269561767578,0.1682160496711731,0.00019192508007805748,876.4586956521739,example_0002,natural,256,4096,sink_stress
3,4,0.0,0.170654296875,0.0,17065429.6875,example_0002,natural,256,4096,sink_stress
3,5,3.3974647521972656e-06,0.6382697224617004,3.3976765852992667e-06,187866.47368421053,example_0002,natural,256,4096,sink_stress
3,6,5.841255187988281e-06,0.11724853515625,5.841718285400843e-06,20072.48979591837,example_0002,natural,256,4096,sink_stress
3,7,5.304813385009766e-06,0.24224966764450073,5.3047836631736555e-06,45666.011235955055,example_0002,natural,256,4096,sink_stress
3,8,5.7220458984375e-06,0.13752448558807373,5.720798571039863e-06,24034.145833333332,example_0002,natural,256,4096,sink_stress
3,9,0.0007262229919433594,0.3637183904647827,0.0007262027345371387,500.83568614576495,example_0002,natural,256,4096,sink_stress
3,10,6.556510925292969e-07,0.060842156410217285,6.55580600058883e-07,92796.54545454546,example_0002,natural,256,4096,sink_stress
3,11,1.5020370483398438e-05,0.6017255783081055,1.5022850829171944e-05,40060.63492063492,example_0002,natural,256,4096,sink_stress
3,12,8.165836334228516e-06,0.2605627775192261,8.166164397883664e-06,31908.890510948906,example_0002,natural,256,4096,sink_stress
3,13,3.266334533691406e-05,0.49540096521377563,3.266488539721663e-05,15166.877737226278,example_0002,natural,256,4096,sink_stress
4,0,1.7881393432617188e-07,0.25659358501434326,1.7885449775242495e-07,1434975.3333333333,example_0002,natural,256,4096,sink_stress
4,1,2.86102294921875e-06,0.5514416098594666,2.86068533915451e-06,192742.8125,example_0002,natural,256,4096,sink_stress
4,2,3.993511199951172e-06,0.21526432037353516,3.9934402677297725e-06,53903.522388059704,example_0002,natural,256,4096,sink_stress
4,3,3.93986701965332e-05,0.47613710165023804,3.9395965090287686e-05,12085.105900151286,example_0002,natural,256,4096,sink_stress
4,4,4.76837158203125e-07,0.6269958019256592,4.768527338086442e-07,1314905.5,example_0002,natural,256,4096,sink_stress
4,5,4.172325134277344e-07,0.6997147798538208,4.171823835560531e-07,1677038.0,example_0002,natural,256,4096,sink_stress
4,6,2.384185791015625e-07,0.47998565435409546,2.3843569019860026e-07,2013205.75,example_0002,natural,256,4096,sink_stress
4,7,0.003950357437133789,0.5861744284629822,0.0039497636971447345,148.38516204961073,example_0002,natural,256,4096,sink_stress
4,8,0.0006488561630249023,0.5704488754272461,0.0006488621190051036,879.1607569355135,example_0002,natural,256,4096,sink_stress
4,9,0.006685018539428711,0.5577356815338135,0.006684063970013133,83.43068583045044,example_0002,natural,256,4096,sink_stress
4,10,1.9550323486328125e-05,0.5415552854537964,1.9546001215904295e-05,27700.579268292684,example_0002,natural,256,4096,sink_stress
4,11,5.7697296142578125e-05,0.2114134430885315,5.769730989868877e-05,3664.1828512396696,example_0002,natural,256,4096,sink_stress
4,12,1.3709068298339844e-06,0.17901229858398438,1.3707430977125277e-06,130579.47826086957,example_0002,natural,256,4096,sink_stress
4,13,0.0029550790786743164,0.5206281542778015,0.0029548959081325257,176.18078583242567,example_0002,natural,256,4096,sink_stress
5,0,0.0013096928596496582,0.44734305143356323,0.0013098234733743045,341.5633277203841,example_0002,natural,256,4096,sink_stress
5,1,1.0132789611816406e-06,0.2919129729270935,1.0131781096790335e-06,288087.4705882353,example_0002,natural,256,4096,sink_stress
5,2,0.0008091330528259277,0.6195762157440186,0.000808972099490875,765.7284714548803,example_0002,natural,256,4096,sink_stress
5,3,2.467632293701172e-05,0.06498324871063232,2.4675775802815042e-05,2633.4251207729467,example_0002,natural,256,4096,sink_stress
5,4,7.092952728271484e-06,0.17005890607833862,7.093434722160295e-06,23975.756302521007,example_0002,natural,256,4096,sink_stress
5,5,7.271766662597656e-06,0.6372390389442444,7.270736976202997e-06,87631.94262295082,example_0002,natural,256,4096,sink_stress
5,6,0.00010967254638671875,0.1773032546043396,0.0001096785607502395,1616.6603260869565,example_0002,natural,256,4096,sink_stress
5,7,0.0018491148948669434,0.6073622703552246,0.0018489484839313783,328.4610772652548,example_0002,natural,256,4096,sink_stress
5,8,0.0006349086761474609,0.035257935523986816,0.0006349223757922671,55.532294404806606,example_0002,natural,256,4096,sink_stress
5,9,8.165836334228516e-06,0.07283562421798706,8.165227004038748e-06,8919.554744525547,example_0002,natural,256,4096,sink_stress
5,10,5.614757537841797e-05,0.5332842469215393,5.61393170455415e-05,9497.903397027601,example_0002,natural,256,4096,sink_stress
5,11,2.288818359375e-05,0.5636456608772278,2.2891808959031352e-05,24626.0546875,example_0002,natural,256,4096,sink_stress
5,12,8.678436279296875e-05,0.2017052173614502,8.677569412807473e-05,2324.2115384615386,example_0002,natural,256,4096,sink_stress
5,13,0.00036329030990600586,0.09303677082061768,0.000363282558014645,256.09483182936833,example_0002,natural,256,4096,sink_stress
6,0,0.0014079809188842773,0.4283936619758606,0.0014079752121976359,304.26098552197107,example_0002,natural,256,4096,sink_stress
6,1,1.6510486602783203e-05,0.11779963970184326,1.6510775933749944e-05,7134.837545126354,example_0002,natural,256,4096,sink_stress
6,2,0.00026792287826538086,0.3913671374320984,0.0002678913263523059,1460.7454949944383,example_0002,natural,256,4096,sink_stress
6,3,0.00040227174758911133,0.2862628102302551,0.0004022816504431744,711.615498592384,example_0002,natural,256,4096,sink_stress
6,4,3.0994415283203125e-06,0.24147647619247437,3.1001207854752186e-06,77909.67307692308,example_0002,natural,256,4096,sink_stress
6,5,2.0444393157958984e-05,0.2120380997657776,2.0446312602898452e-05,10371.454810495627,example_0002,natural,256,4096,sink_stress
6,6,3.3974647521972656e-06,0.12744486331939697,3.3972156897009413e-06,37511.754385964916,example_0002,natural,256,4096,sink_stress
6,7,6.574392318725586e-05,0.4849972128868103,6.574683878708229e-05,7377.065276518586,example_0002,natural,256,4096,sink_stress
6,8,0.00012105703353881836,0.7142971754074097,0.00012103798745352761,5900.501230920729,example_0002,natural,256,4096,sink_stress
6,9,4.291534423828125e-06,0.19130045175552368,4.291030054612893e-06,44576.23611111111,example_0002,natural,256,4096,sink_stress
6,10,6.079673767089844e-06,0.3941981792449951,6.079139670617909e-06,64838.705882352944,example_0002,natural,256,4096,sink_stress
6,11,0.00013387203216552734,0.6300655007362366,0.00013387509632331062,4706.475957257347,example_0002,natural,256,4096,sink_stress
6,12,5.602836608886719e-06,0.4016159772872925,5.602809892607247e-06,71680.82978723405,example_0002,natural,256,4096,sink_stress
6,13,0.00011247396469116211,0.2027757167816162,0.00011248527542708192,1802.8680445151033,example_0002,natural,256,4096,sink_stress
7,0,0.0,0.7343754768371582,0.0,73437547.68371582,example_0002,natural,256,4096,sink_stress
7,1,9.953975677490234e-06,0.5405798554420471,9.953567501637869e-06,54307.934131736525,example_0002,natural,256,4096,sink_stress
7,2,1.1920928955078125e-07,0.7485446333885193,1.1921189019392795e-07,6279247.5,example_0002,natural,256,4096,sink_stress
7,3,5.960464477539063e-08,0.4377495050430298,5.96126465606722e-08,7344218.0,example_0002,natural,256,4096,sink_stress
7,4,5.960464477539062e-07,0.5278846621513367,5.960031077986053e-07,885643.5,example_0002,natural,256,4096,sink_stress
7,5,3.5762786865234375e-07,0.6640636920928955,3.576341997001952e-07,1856856.6666666667,example_0002,natural,256,4096,sink_stress
7,6,0.0,0.12316948175430298,0.0,12316948.175430298,example_0002,natural,256,4096,sink_stress
7,7,0.0,0.60546875,0.0,60546875.0,example_0002,natural,256,4096,sink_stress
7,8,0.0004963874816894531,0.3758932948112488,0.0004964141705979037,757.2578049951969,example_0002,natural,256,4096,sink_stress
7,9,1.7881393432617188e-07,0.7822600603103638,1.7884651153917693e-07,4374715.333333333,example_0002,natural,256,4096,sink_stress
7,10,0.0,0.3151876926422119,0.0,31518769.26422119,example_0002,natural,256,4096,sink_stress
7,11,0.0,0.62158203125,0.0,62158203.125,example_0002,natural,256,4096,sink_stress
7,12,0.0,0.436035692691803,0.0,43603569.2691803,example_0002,natural,256,4096,sink_stress
7,13,0.00043451786041259766,0.31097936630249023,0.00043458246282710377,715.6883401920439,example_0002,natural,256,4096,sink_stress
8,0,0.0007773041725158691,0.20598024129867554,0.0007773096396051332,264.9930986887509,example_0002,natural,256,4096,sink_stress
8,1,4.7147274017333984e-05,0.14425694942474365,4.7145576719740706e-05,3059.709228824273,example_0002,natural,256,4096,sink_stress
8,2,3.5762786865234375e-06,0.03704875707626343,3.576257370368419e-06,10359.583333333334,example_0002,natural,256,4096,sink_stress
8,3,0.0,0.0,0.0,0.0,example_0002,natural,256,4096,sink_stress
8,4,3.5762786865234375e-07,0.043182551860809326,3.5763076769020595e-07,120747.16666666667,example_0002,natural,256,4096,sink_stress
8,5,1.1324882507324219e-06,0.05593991279602051,1.1325943731280898e-06,49395.57894736842,example_0002,natural,256,4096,sink_stress
8,6,3.7789344787597656e-05,0.501491367816925,3.778643488443668e-05,13270.708201892745,example_0002,natural,256,4096,sink_stress
8,7,0.0,0.058929443359375,0.0,5892944.3359375,example_0002,natural,256,4096,sink_stress
8,8,0.0,0.40649527311325073,0.0,40649527.31132507,example_0002,natural,256,4096,sink_stress
8,9,0.0,0.4167482852935791,0.0,41674828.52935791,example_0002,natural,256,4096,sink_stress
8,10,2.384185791015625e-07,0.4936527609825134,2.3840141362502223e-07,2070529.75,example_0002,natural,256,4096,sink_stress
8,11,4.76837158203125e-07,0.4719275236129761,4.7683499816299316e-07,989703.75,example_0002,natural,256,4096,sink_stress
8,12,0.0,0.4743654131889343,0.0,47436541.31889343,example_0002,natural,256,4096,sink_stress
8,13,0.0,0.32299989461898804,0.0,32299989.461898804,example_0002,natural,256,4096,sink_stress
9,0,1.7881393432617188e-07,0.4858757257461548,1.788084775244896e-07,2717214.0,example_0002,natural,256,4096,sink_stress
9,1,4.589557647705078e-06,0.38247793912887573,4.589436190744121e-06,83336.55844155845,example_0002,natural,256,4096,sink_stress
9,2,3.5762786865234375e-07,0.23280751705169678,3.5766483490608496e-07,650977.0,example_0002,natural,256,4096,sink_stress
9,3,8.64267349243164e-06,0.3757129907608032,8.642678643869546e-06,43471.84827586207,example_0002,natural,256,4096,sink_stress
9,4,3.49879264831543e-05,0.8473960757255554,3.498797444840743e-05,24219.671209540033,example_0002,natural,256,4096,sink_stress
9,5,0.0,0.2737138867378235,0.0,27371388.67378235,example_0002,natural,256,4096,sink_stress
9,6,6.377696990966797e-06,0.035639405250549316,6.377682545665697e-06,5588.130841121495,example_0002,natural,256,4096,sink_stress
9,7,1.0907649993896484e-05,0.9975586533546448,1.090920601665961e-05,91454.956284153,example_0002,natural,256,4096,sink_stress
9,8,0.0015411376953125,0.9445006847381592,0.0015414963961798362,612.859375,example_0002,natural,256,4096,sink_stress
9,9,0.001598358154296875,0.9596168398857117,0.001598441233679996,600.3766035202864,example_0002,natural,256,4096,sink_stress
9,10,0.0009326934814453125,0.9674707651138306,0.0009328581765841867,1037.2869376278118,example_0002,natural,256,4096,sink_stress
9,11,6.16908073425293e-05,0.57130366563797,6.168490990427217e-05,9260.75845410628,example_0002,natural,256,4096,sink_stress
9,12,0.0024425387382507324,0.658777117729187,0.002442575717820664,269.70999780375314,example_0002,natural,256,4096,sink_stress
9,13,0.02910435199737549,0.5565345883369446,0.0291012783369295,19.122040181039957,example_0002,natural,256,4096,sink_stress
10,0,0.0002853274345397949,0.4819413423538208,0.0002853507868427238,1689.0816795487779,example_0002,natural,256,4096,sink_stress
10,1,0.001834094524383545,0.5776787996292114,0.0018341603377177301,314.9667544116213,example_0002,natural,256,4096,sink_stress
10,2,2.181529998779297e-05,0.35844743251800537,2.1811459597846744e-05,16431.01092896175,example_0002,natural,256,4096,sink_stress
10,3,3.3974647521972656e-06,0.34937888383865356,3.3977740049901972e-06,102835.17543859649,example_0002,natural,256,4096,sink_stress
10,4,0.00022232532501220703,0.6875712871551514,0.00022237282897347456,3092.6359249329757,example_0002,natural,256,4096,sink_stress
10,5,0.00022041797637939453,0.27297669649124146,0.00022044199514193054,1238.450243374797,example_0002,natural,256,4096,sink_stress
10,6,3.147125244140625e-05,0.15515637397766113,3.1470322055832166e-05,4930.098484848485,example_0002,natural,256,4096,sink_stress
10,7,9.876489639282227e-05,0.06973433494567871,9.877506991152805e-05,706.0639710319855,example_0002,natural,256,4096,sink_stress
10,8,9.232759475708008e-05,0.3923128843307495,9.233300467393366e-05,4249.140090380891,example_0002,natural,256,4096,sink_stress
10,9,0.00017595291137695312,0.24334031343460083,0.00017597425625392657,1382.985433604336,example_0002,natural,256,4096,sink_stress
10,10,0.0011216998100280762,0.37188827991485596,0.0011216578244499114,331.5399330463893,example_0002,natural,256,4096,sink_stress
10,11,4.649162292480469e-06,0.21327531337738037,4.648387617362848e-06,45873.92307692308,example_0002,natural,256,4096,sink_stress
10,12,0.00016933679580688477,0.14387434720993042,0.00016934183249321067,849.6342837029215,example_0002,natural,256,4096,sink_stress
10,13,0.0009508132934570312,0.37969762086868286,0.0009506703859142497,399.33983199598794,example_0002,natural,256,4096,sink_stress
11,0,0.00020831823348999023,0.2314053177833557,0.0002083347987307016,1110.8260371959943,example_0002,natural,256,4096,sink_stress
11,1,0.009382486343383789,0.12803131341934204,0.009382449433704459,13.645776687927222,example_0002,natural,256,4096,sink_stress
11,2,0.005010664463043213,0.6562381386756897,0.00501073255819221,130.96828644501278,example_0002,natural,256,4096,sink_stress
11,3,0.009990453720092773,0.332646906375885,0.009991243981168449,33.29647638593895,example_0002,natural,256,4096,sink_stress
11,4,0.00010895729064941406,0.13527745008468628,0.00010894517352022,1241.5640043763676,example_0002,natural,256,4096,sink_stress
11,5,0.00011116266250610352,0.1915702223777771,0.0001111758096698752,1723.3324396782841,example_0002,natural,256,4096,sink_stress
11,6,0.0014013051986694336,0.16637885570526123,0.0014014165454062835,118.73134836239898,example_0002,natural,256,4096,sink_stress
11,7,3.993511199951172e-06,1.0000005960464478,3.993479303942518e-06,250406.35820895524,example_0002,natural,256,4096,sink_stress
11,8,0.004665851593017578,0.6846325397491455,0.0046662009208414896,146.73260091977517,example_0002,natural,256,4096,sink_stress
11,9,0.004688262939453125,0.9580503106117249,0.004688617299004503,204.35080604149715,example_0002,natural,256,4096,sink_stress
11,10,0.007046341896057129,0.876785933971405,0.007045511244461444,124.43136409007089,example_0002,natural,256,4096,sink_stress
11,11,6.371736526489258e-05,0.9992058277130127,6.37067178704197e-05,15681.844714686624,example_0002,natural,256,4096,sink_stress
11,12,0.021866142749786377,0.8221181631088257,0.021869644037716705,37.59776804333071,example_0002,natural,256,4096,sink_stress
11,13,0.0,1.0,0.0,100000000.0,example_0002,natural,256,4096,sink_stress
12,0,3.6954879760742188e-06,0.09154009819030762,3.6947559494509713e-06,24770.774193548386,example_0002,natural,256,4096,sink_stress
12,1,0.0006746053695678711,0.35280466079711914,0.0006745003584065343,522.9793249690758,example_0002,natural,256,4096,sink_stress
12,2,0.0006150603294372559,0.11745727062225342,0.000615038187321118,190.96869851729818,example_0002,natural,256,4096,sink_stress
12,3,0.004755973815917969,0.36960548162460327,0.004756209681418833,77.71394375375978,example_0002,natural,256,4096,sink_stress
12,4,0.002484261989593506,0.1785600781440735,0.0024843543909275497,71.87650855346817,example_0002,natural,256,4096,sink_stress
12,5,0.008780300617218018,0.10186207294464111,0.008780982590932606,11.601205628983973,example_0002,natural,256,4096,sink_stress
12,6,6.794929504394531e-06,0.18415617942810059,6.794905203919874e-06,27102.0,example_0002,natural,256,4096,sink_stress
12,7,0.00021904706954956055,0.02643144130706787,0.0002190173576172628,120.66557823129251,example_0002,natural,256,4096,sink_stress
12,8,1.5735626220703125e-05,0.15052855014801025,1.5738023900335386e-05,9566.098484848484,example_0002,natural,256,4096,sink_stress
12,9,0.0007453560829162598,0.07990372180938721,0.0007454971198951332,107.20207916833267,example_0002,natural,256,4096,sink_stress
12,10,0.0002803206443786621,0.2822004556655884,0.0002802986578325207,1006.7059323835849,example_0002,natural,256,4096,sink_stress
12,11,0.0005559921264648438,0.3757891058921814,0.0005560092933663108,675.8892581475129,example_0002,natural,256,4096,sink_stress
12,12,1.4066696166992188e-05,0.5723967552185059,1.406549226958161e-05,40691.627118644064,example_0002,natural,256,4096,sink_stress
12,13,0.0006163120269775391,0.06510233879089355,0.0006163402775331392,105.6321083172147,example_0002,natural,256,4096,sink_stress
13,0,0.0021770596504211426,0.003219783306121826,0.002176708828170814,1.4789596167008898,example_0002,natural,256,4096,sink_stress
13,1,1.0609626770019531e-05,0.16864675283432007,1.060879461921937e-05,15895.634831460675,example_0002,natural,256,4096,sink_stress
13,2,0.0005866885185241699,0.6849204301834106,0.0005868084179912134,1167.4345219953266,example_0002,natural,256,4096,sink_stress
13,3,9.834766387939453e-05,0.11111938953399658,9.834791008306881e-05,1129.8630303030302,example_0002,natural,256,4096,sink_stress
13,4,0.0003052949905395508,0.18157106637954712,0.0003053116599011701,594.7397500976181,example_0002,natural,256,4096,sink_stress
13,5,0.014374494552612305,0.4226870536804199,0.01437475416365335,29.405350715695544,example_0002,natural,256,4096,sink_stress
13,6,0.018986761569976807,0.23881667852401733,0.018985666148374578,12.57806275408498,example_0002,natural,256,4096,sink_stress
13,7,0.04978930950164795,0.6376503705978394,0.04978087086696949,12.806973564811821,example_0002,natural,256,4096,sink_stress
13,8,0.043571531772613525,0.9380447864532471,0.04357099158965047,21.528845746085207,example_0002,natural,256,4096,sink_stress
13,9,0.001618802547454834,0.8991353511810303,0.001618766847626351,555.4323796899739,example_0002,natural,256,4096,sink_stress
13,10,0.0017201900482177734,0.5963481068611145,0.0017198208096887767,346.6757103257103,example_0002,natural,256,4096,sink_stress
13,11,0.004125535488128662,0.7349975109100342,0.004125826409616624,178.15808711984397,example_0002,natural,256,4096,sink_stress
13,12,0.0004431009292602539,0.9696676135063171,0.0004432052239313174,2188.3673661555017,example_0002,natural,256,4096,sink_stress
13,13,0.588109016418457,0.06910306215286255,0.5881862856491549,0.11750042972252897,example_0002,natural,256,4096,sink_stress
14,0,0.011961698532104492,0.31979119777679443,0.011962849380904483,26.734597675948258,example_0002,natural,256,4096,sink_stress
14,1,0.0010429024696350098,0.11041617393493652,0.001042955123364299,105.87392124364176,example_0002,natural,256,4096,sink_stress
