layer,cosine_similarity,example_id,filler_type,position_ratio,total_tokens,experiment
16,0.95718247,example_0002,natural,0.9,4096,position_sweep
17,0.9609651,example_0002,natural,0.9,4096,position_sweep
18,0.9617311,example_0002,natural,0.9,4096,position_sweep
19,0.9506831,example_0002,natural,0.9,4096,position_sweep
20,0.9703205,example_0002,natural,0.9,4096,position_sweep
21,0.9782299,example_0002,natural,0.9,4096,position_sweep
22,0.97373563,example_0002,natural,0.9,4096,position_sweep
23,0.9590496,example_0002,natural,0.9,4096,position_sweep
0,0.9996612,example_0003,natural,0.9,4096,position_sweep
1,0.999451,example_0003,natural,0.9,4096,position_sweep
2,0.99891376,example_0003,natural,0.9,4096,position_sweep
3,0.99796355,example_0003,natural,0.9,4096,position_sweep
4,0.997274,example_0003,natural,0.9,4096,position_sweep
5,0.9940398,example_0003,natural,0.9,4096,position_sweep
6,0.99271274,example_0003,natural,0.9,4096,position_sweep
7,0.99177486,example_0003,natural,0.9,4096,position_sweep
8,0.9912324,example_0003,natural,0.9,4096,position_sweep
9,0.9916103,example_0003,natural,0.9,4096,position_sweep
10,0.9909115,example_0003,natural,0.9,4096,position_sweep
11,0.98937935,example_0003,natural,0.9,4096,position_sweep
12,0.9846,example_0003,natural,0.9,4096,position_sweep
13,0.9806843,example_0003,natural,0.9,4096,position_sweep
14,0.97965467,example_0003,natural,0.9,4096,position_sweep
15,0.9765534,example_0003,natural,0.9,4096,position_sweep
16,0.97473335,example_0003,natural,0.9,4096,position_sweep
17,0.9795359,example_0003,natural,0.9,4096,position_sweep
18,0.98165673,example_0003,natural,0.9,4096,position_sweep
19,0.9754783,example_0003,natural,0.9,4096,position_sweep
20,0.9824284,example_0003,natural,0.9,4096,position_sweep
21,0.9863429,example_0003,natural,0.9,4096,position_sweep
22,0.9842629,example_0003,natural,0.9,4096,position_sweep
23,0.9790993,example_0003,natural,0.9,4096,position_sweep
0,0.99983484,example_0004,natural,0.9,4096,position_sweep
1,0.9993994,example_0004,natural,0.9,4096,position_sweep
2,0.9990913,example_0004,natural,0.9,4096,position_sweep
3,0.99622774,example_0004,natural,0.9,4096,position_sweep
4,0.99557227,example_0004,natural,0.9,4096,position_sweep
5,0.9935591,example_0004,natural,0.9,4096,position_sweep
6,0.9934966,example_0004,natural,0.9,4096,position_sweep
7,0.9933293,example_0004,natural,0.9,4096,position_sweep
8,0.9932654,example_0004,natural,0.9,4096,position_sweep
9,0.9936001,example_0004,natural,0.9,4096,position_sweep
10,0.99300575,example_0004,natural,0.9,4096,position_sweep
11,0.99112177,example_0004,natural,0.9,4096,position_sweep
12,0.9846091,example_0004,natural,0.9,4096,position_sweep
13,0.98271644,example_0004,natural,0.9,4096,position_sweep
14,0.98377174,example_0004,natural,0.9,4096,position_sweep
15,0.980837,example_0004,natural,0.9,4096,position_sweep
16,0.98323536,example_0004,natural,0.9,4096,position_sweep
17,0.9875531,example_0004,natural,0.9,4096,position_sweep
18,0.9903428,example_0004,natural,0.9,4096,position_sweep
19,0.9877614,example_0004,natural,0.9,4096,position_sweep
20,0.9920832,example_0004,natural,0.9,4096,position_sweep
21,0.99482644,example_0004,natural,0.9,4096,position_sweep
22,0.99448675,example_0004,natural,0.9,4096,position_sweep
23,0.9893348,example_0004,natural,0.9,4096,position_sweep
0,0.9998554,example_0005,natural,0.9,4096,position_sweep
1,0.9994803,example_0005,natural,0.9,4096,position_sweep
2,0.9992622,example_0005,natural,0.9,4096,position_sweep
3,0.99671227,example_0005,natural,0.9,4096,position_sweep
4,0.9961371,example_0005,natural,0.9,4096,position_sweep
5,0.99291366,example_0005,natural,0.9,4096,position_sweep
6,0.9921769,example_0005,natural,0.9,4096,position_sweep
7,0.9915675,example_0005,natural,0.9,4096,position_sweep
8,0.9914501,example_0005,natural,0.9,4096,position_sweep
9,0.99181926,example_0005,natural,0.9,4096,position_sweep
10,0.99185604,example_0005,natural,0.9,4096,position_sweep
11,0.9903748,example_0005,natural,0.9,4096,position_sweep
12,0.9844047,example_0005,natural,0.9,4096,position_sweep
13,0.97765267,example_0005,natural,0.9,4096,position_sweep
14,0.9782128,example_0005,natural,0.9,4096,position_sweep
15,0.9780428,example_0005,natural,0.9,4096,position_sweep
16,0.9806514,example_0005,natural,0.9,4096,position_sweep
17,0.98387736,example_0005,natural,0.9,4096,position_sweep
18,0.98606837,example_0005,natural,0.9,4096,position_sweep
19,0.98246175,example_0005,natural,0.9,4096,position_sweep
20,0.98853254,example_0005,natural,0.9,4096,position_sweep
21,0.9924247,example_0005,natural,0.9,4096,position_sweep
22,0.99288344,example_0005,natural,0.9,4096,position_sweep
23,0.9905918,example_0005,natural,0.9,4096,position_sweep
0,0.99981076,example_0006,natural,0.9,4096,position_sweep
1,0.9994913,example_0006,natural,0.9,4096,position_sweep
2,0.9991138,example_0006,natural,0.9,4096,position_sweep
3,0.99752116,example_0006,natural,0.9,4096,position_sweep
4,0.99606377,example_0006,natural,0.9,4096,position_sweep
5,0.99476606,example_0006,natural,0.9,4096,position_sweep
6,0.9944882,example_0006,natural,0.9,4096,position_sweep
7,0.9935312,example_0006,natural,0.9,4096,position_sweep
8,0.9922889,example_0006,natural,0.9,4096,position_sweep
9,0.99196196,example_0006,natural,0.9,4096,position_sweep
10,0.9916605,example_0006,natural,0.9,4096,position_sweep
11,0.98983335,example_0006,natural,0.9,4096,position_sweep
12,0.9827063,example_0006,natural,0.9,4096,position_sweep
13,0.982211,example_0006,natural,0.9,4096,position_sweep
14,0.9858703,example_0006,natural,0.9,4096,position_sweep
15,0.9854292,example_0006,natural,0.9,4096,position_sweep
16,0.9875537,example_0006,natural,0.9,4096,position_sweep
17,0.99021554,example_0006,natural,0.9,4096,position_sweep
18,0.99145246,example_0006,natural,0.9,4096,position_sweep
19,0.98886937,example_0006,natural,0.9,4096,position_sweep
20,0.99394536,example_0006,natural,0.9,4096,position_sweep
21,0.9949257,example_0006,natural,0.9,4096,position_sweep
22,0.9941259,example_0006,natural,0.9,4096,position_sweep
23,0.9913238,example_0006,natural,0.9,4096,position_sweep
0,0.99982005,example_0007,natural,0.9,4096,position_sweep
1,0.99960446,example_0007,natural,0.9,4096,position_sweep
2,0.9989214,example_0007,natural,0.9,4096,position_sweep
3,0.9963783,example_0007,natural,0.9,4096,position_sweep
4,0.9947495,example_0007,natural,0.9,4096,position_sweep
5,0.9906888,example_0007,natural,0.9,4096,position_sweep
6,0.99094266,example_0007,natural,0.9,4096,position_sweep
7,0.9898947,example_0007,natural,0.9,4096,position_sweep
8,0.9891791,example_0007,natural,0.9,4096,position_sweep
9,0.98837227,example_0007,natural,0.9,4096,position_sweep
10,0.9879708,example_0007,natural,0.9,4096,position_sweep
11,0.9863328,example_0007,natural,0.9,4096,position_sweep
12,0.9798865,example_0007,natural,0.9,4096,position_sweep
13,0.9783635,example_0007,natural,0.9,4096,position_sweep
14,0.98086125,example_0007,natural,0.9,4096,position_sweep
15,0.9797966,example_0007,natural,0.9,4096,position_sweep
16,0.9799479,example_0007,natural,0.9,4096,position_sweep
17,0.98267365,example_0007,natural,0.9,4096,position_sweep
18,0.98553956,example_0007,natural,0.9,4096,position_sweep
19,0.9798902,example_0007,natural,0.9,4096,position_sweep
20,0.9884922,example_0007,natural,0.9,4096,position_sweep
21,0.99136263,example_0007,natural,0.9,4096,position_sweep
22,0.9906999,example_0007,natural,0.9,4096,position_sweep
23,0.98904335,example_0007,natural,0.9,4096,position_sweep
0,0.99980754,example_0000,boilerplate,0.1,4096,position_sweep
1,0.99974656,example_0000,boilerplate,0.1,4096,position_sweep
2,0.9993496,example_0000,boilerplate,0.1,4096,position_sweep
3,0.9982397,example_0000,boilerplate,0.1,4096,position_sweep
4,0.996966,example_0000,boilerplate,0.1,4096,position_sweep
5,0.99492145,example_0000,boilerplate,0.1,4096,position_sweep
6,0.9946579,example_0000,boilerplate,0.1,4096,position_sweep
7,0.9939589,example_0000,boilerplate,0.1,4096,position_sweep
8,0.99346507,example_0000,boilerplate,0.1,4096,position_sweep
9,0.9937649,example_0000,boilerplate,0.1,4096,position_sweep
10,0.99270445,example_0000,boilerplate,0.1,4096,position_sweep
11,0.988001,example_0000,boilerplate,0.1,4096,position_sweep
12,0.9836811,example_0000,boilerplate,0.1,4096,position_sweep
13,0.97990775,example_0000,boilerplate,0.1,4096,position_sweep
14,0.9827344,example_0000,boilerplate,0.1,4096,position_sweep
15,0.97238827,example_0000,boilerplate,0.1,4096,position_sweep
16,0.9697883,example_0000,boilerplate,0.1,4096,position_sweep
17,0.97867274,example_0000,boilerplate,0.1,4096,position_sweep
18,0.98331815,example_0000,boilerplate,0.1,4096,position_sweep
19,0.9786188,example_0000,boilerplate,0.1,4096,position_sweep
20,0.9801019,example_0000,boilerplate,0.1,4096,position_sweep
21,0.9843839,example_0000,boilerplate,0.1,4096,position_sweep
22,0.98287976,example_0000,boilerplate,0.1,4096,position_sweep
23,0.9706469,example_0000,boilerplate,0.1,4096,position_sweep
0,0.9996998,example_0001,boilerplate,0.1,4096,position_sweep
1,0.99959534,example_0001,boilerplate,0.1,4096,position_sweep
2,0.9990699,example_0001,boilerplate,0.1,4096,position_sweep
3,0.99698675,example_0001,boilerplate,0.1,4096,position_sweep
4,0.9946687,example_0001,boilerplate,0.1,4096,position_sweep
5,0.9928056,example_0001,boilerplate,0.1,4096,position_sweep
6,0.9910686,example_0001,boilerplate,0.1,4096,position_sweep
7,0.9909995,example_0001,boilerplate,0.1,4096,position_sweep
8,0.9890277,example_0001,boilerplate,0.1,4096,position_sweep
9,0.9894271,example_0001,boilerplate,0.1,4096,position_sweep
10,0.98832905,example_0001,boilerplate,0.1,4096,position_sweep
11,0.9817788,example_0001,boilerplate,0.1,4096,position_sweep
12,0.9755929,example_0001,boilerplate,0.1,4096,position_sweep
13,0.9738425,example_0001,boilerplate,0.1,4096,position_sweep
14,0.9774052,example_0001,boilerplate,0.1,4096,position_sweep
15,0.96813875,example_0001,boilerplate,0.1,4096,position_sweep
16,0.96478957,example_0001,boilerplate,0.1,4096,position_sweep
17,0.9752117,example_0001,boilerplate,0.1,4096,position_sweep
18,0.97963977,example_0001,boilerplate,0.1,4096,position_sweep
19,0.9754102,example_0001,boilerplate,0.1,4096,position_sweep
20,0.9774379,example_0001,boilerplate,0.1,4096,position_sweep
21,0.9831938,example_0001,boilerplate,0.1,4096,position_sweep
22,0.98010147,example_0001,boilerplate,0.1,4096,position_sweep
23,0.9765219,example_0001,boilerplate,0.1,4096,position_sweep
0,0.9998239,example_0002,boilerplate,0.1,4096,position_sweep
1,0.99978805,example_0002,boilerplate,0.1,4096,position_sweep
2,0.9993757,example_0002,boilerplate,0.1,4096,position_sweep
3,0.9984333,example_0002,boilerplate,0.1,4096,position_sweep
4,0.9977357,example_0002,boilerplate,0.1,4096,position_sweep
5,0.9939151,example_0002,boilerplate,0.1,4096,position_sweep
6,0.9932281,example_0002,boilerplate,0.1,4096,position_sweep
7,0.99268293,example_0002,boilerplate,0.1,4096,position_sweep
8,0.9925332,example_0002,boilerplate,0.1,4096,position_sweep
9,0.9917982,example_0002,boilerplate,0.1,4096,position_sweep
10,0.9908096,example_0002,boilerplate,0.1,4096,position_sweep
11,0.9859244,example_0002,boilerplate,0.1,4096,position_sweep
12,0.9818136,example_0002,boilerplate,0.1,4096,position_sweep
13,0.97757745,example_0002,boilerplate,0.1,4096,position_sweep
14,0.9811651,example_0002,boilerplate,0.1,4096,position_sweep
15,0.9767681,example_0002,boilerplate,0.1,4096,position_sweep
16,0.97280514,example_0002,boilerplate,0.1,4096,position_sweep
17,0.9801765,example_0002,boilerplate,0.1,4096,position_sweep
18,0.9843777,example_0002,boilerplate,0.1,4096,position_sweep
19,0.98318124,example_0002,boilerplate,0.1,4096,position_sweep
20,0.98851126,example_0002,boilerplate,0.1,4096,position_sweep
21,0.9896291,example_0002,boilerplate,0.1,4096,position_sweep
22,0.9877333,example_0002,boilerplate,0.1,4096,position_sweep
23,0.98366296,example_0002,boilerplate,0.1,4096,position_sweep
0,0.9999117,example_0003,boilerplate,0.1,4096,position_sweep
1,0.99986553,example_0003,boilerplate,0.1,4096,position_sweep
2,0.9996206,example_0003,boilerplate,0.1,4096,position_sweep
3,0.9988876,example_0003,boilerplate,0.1,4096,position_sweep
4,0.99783427,example_0003,boilerplate,0.1,4096,position_sweep
5,0.99655056,example_0003,boilerplate,0.1,4096,position_sweep
6,0.99587727,example_0003,boilerplate,0.1,4096,position_sweep
7,0.9957521,example_0003,boilerplate,0.1,4096,position_sweep
8,0.9955035,example_0003,boilerplate,0.1,4096,position_sweep
9,0.99512386,example_0003,boilerplate,0.1,4096,position_sweep
10,0.99325377,example_0003,boilerplate,0.1,4096,position_sweep
11,0.98885834,example_0003,boilerplate,0.1,4096,position_sweep
12,0.980943,example_0003,boilerplate,0.1,4096,position_sweep
13,0.9759918,example_0003,boilerplate,0.1,4096,position_sweep
14,0.98038554,example_0003,boilerplate,0.1,4096,position_sweep
15,0.9629265,example_0003,boilerplate,0.1,4096,position_sweep
16,0.9580022,example_0003,boilerplate,0.1,4096,position_sweep
17,0.96934927,example_0003,boilerplate,0.1,4096,position_sweep
18,0.97376424,example_0003,boilerplate,0.1,4096,position_sweep
19,0.96844494,example_0003,boilerplate,0.1,4096,position_sweep
20,0.9804168,example_0003,boilerplate,0.1,4096,position_sweep
21,0.9839199,example_0003,boilerplate,0.1,4096,position_sweep
22,0.98196715,example_0003,boilerplate,0.1,4096,position_sweep
23,0.9761264,example_0003,boilerplate,0.1,4096,position_sweep
0,0.99970037,example_0004,boilerplate,0.1,4096,position_sweep
1,0.99942255,example_0004,boilerplate,0.1,4096,position_sweep
2,0.9988948,example_0004,boilerplate,0.1,4096,position_sweep
3,0.99748594,example_0004,boilerplate,0.1,4096,position_sweep
4,0.99519545,example_0004,boilerplate,0.1,4096,position_sweep
5,0.99228084,example_0004,boilerplate,0.1,4096,position_sweep
6,0.9921592,example_0004,boilerplate,0.1,4096,position_sweep
7,0.9911385,example_0004,boilerplate,0.1,4096,position_sweep
8,0.990522,example_0004,boilerplate,0.1,4096,position_sweep
9,0.9905002,example_0004,boilerplate,0.1,4096,position_sweep
10,0.99072427,example_0004,boilerplate,0.1,4096,position_sweep
11,0.9813788,example_0004,boilerplate,0.1,4096,position_sweep
12,0.97753793,example_0004,boilerplate,0.1,4096,position_sweep
13,0.9727018,example_0004,boilerplate,0.1,4096,position_sweep
14,0.9740307,example_0004,boilerplate,0.1,4096,position_sweep
15,0.9678376,example_0004,boilerplate,0.1,4096,position_sweep
16,0.95881796,example_0004,boilerplate,0.1,4096,position_sweep
17,0.96882,example_0004,boilerplate,0.1,4096,position_sweep
18,0.9727114,example_0004,boilerplate,0.1,4096,position_sweep
19,0.96706945,example_0004,boilerplate,0.1,4096,position_sweep
20,0.9740976,example_0004,boilerplate,0.1,4096,position_sweep
21,0.97716784,example_0004,boilerplate,0.1,4096,position_sweep
22,0.9740403,example_0004,boilerplate,0.1,4096,position_sweep
23,0.95615846,example_0004,boilerplate,0.1,4096,position_sweep
0,0.999204,example_0005,boilerplate,0.1,4096,position_sweep
1,0.998966,example_0005,boilerplate,0.1,4096,position_sweep
2,0.99844503,example_0005,boilerplate,0.1,4096,position_sweep
3,0.9978047,example_0005,boilerplate,0.1,4096,position_sweep
4,0.9969983,example_0005,boilerplate,0.1,4096,position_sweep
5,0.991861,example_0005,boilerplate,0.1,4096,position_sweep
6,0.99125844,example_0005,boilerplate,0.1,4096,position_sweep
7,0.99156785,example_0005,boilerplate,0.1,4096,position_sweep
8,0.9913339,example_0005,boilerplate,0.1,4096,position_sweep
9,0.9924233,example_0005,boilerplate,0.1,4096,position_sweep
10,0.99167997,example_0005,boilerplate,0.1,4096,position_sweep
11,0.98800814,example_0005,boilerplate,0.1,4096,position_sweep
12,0.98285705,example_0005,boilerplate,0.1,4096,position_sweep
13,0.97613806,example_0005,boilerplate,0.1,4096,position_sweep
14,0.98450595,example_0005,boilerplate,0.1,4096,position_sweep
15,0.9775362,example_0005,boilerplate,0.1,4096,position_sweep
16,0.97800165,example_0005,boilerplate,0.1,4096,position_sweep
17,0.9853151,example_0005,boilerplate,0.1,4096,position_sweep
18,0.9888737,example_0005,boilerplate,0.1,4096,position_sweep
19,0.98791385,example_0005,boilerplate,0.1,4096,position_sweep
20,0.9879334,example_0005,boilerplate,0.1,4096,position_sweep
21,0.99132264,example_0005,boilerplate,0.1,4096,position_sweep
22,0.9913551,example_0005,boilerplate,0.1,4096,position_sweep
23,0.9887668,example_0005,boilerplate,0.1,4096,position_sweep
0,0.99976355,example_0006,boilerplate,0.1,4096,position_sweep
1,0.99952483,example_0006,boilerplate,0.1,4096,position_sweep
2,0.9991324,example_0006,boilerplate,0.1,4096,position_sweep
3,0.99832577,example_0006,boilerplate,0.1,4096,position_sweep
4,0.99783313,example_0006,boilerplate,0.1,4096,position_sweep
5,0.9942627,example_0006,boilerplate,0.1,4096,position_sweep
6,0.99473953,example_0006,boilerplate,0.1,4096,position_sweep
7,0.9949329,example_0006,boilerplate,0.1,4096,position_sweep
8,0.99455845,example_0006,boilerplate,0.1,4096,position_sweep
9,0.993016,example_0006,boilerplate,0.1,4096,position_sweep
10,0.99112195,example_0006,boilerplate,0.1,4096,position_sweep
11,0.98373294,example_0006,boilerplate,0.1,4096,position_sweep
12,0.9766337,example_0006,boilerplate,0.1,4096,position_sweep
13,0.9701086,example_0006,boilerplate,0.1,4096,position_sweep
14,0.96987534,example_0006,boilerplate,0.1,4096,position_sweep
15,0.9582173,example_0006,boilerplate,0.1,4096,position_sweep
16,0.9497552,example_0006,boilerplate,0.1,4096,position_sweep
17,0.9557685,example_0006,boilerplate,0.1,4096,position_sweep
18,0.96111655,example_0006,boilerplate,0.1,4096,position_sweep
19,0.954629,example_0006,boilerplate,0.1,4096,position_sweep
20,0.9739697,example_0006,boilerplate,0.1,4096,position_sweep
21,0.97983533,example_0006,boilerplate,0.1,4096,position_sweep
22,0.97913456,example_0006,boilerplate,0.1,4096,position_sweep
23,0.9598039,example_0006,boilerplate,0.1,4096,position_sweep
0,0.9997438,example_0007,boilerplate,0.1,4096,position_sweep
1,0.9995237,example_0007,boilerplate,0.1,4096,position_sweep
2,0.99916935,example_0007,boilerplate,0.1,4096,position_sweep
3,0.9974644,example_0007,boilerplate,0.1,4096,position_sweep
4,0.9960264,example_0007,boilerplate,0.1,4096,position_sweep
5,0.993555,example_0007,boilerplate,0.1,4096,position_sweep
6,0.9934954,example_0007,boilerplate,0.1,4096,position_sweep
7,0.99307746,example_0007,boilerplate,0.1,4096,position_sweep
8,0.993356,example_0007,boilerplate,0.1,4096,position_sweep
9,0.993691,example_0007,boilerplate,0.1,4096,position_sweep
10,0.9927989,example_0007,boilerplate,0.1,4096,position_sweep
11,0.9890811,example_0007,boilerplate,0.1,4096,position_sweep
12,0.98309726,example_0007,boilerplate,0.1,4096,position_sweep
13,0.9802402,example_0007,boilerplate,0.1,4096,position_sweep
14,0.9817833,example_0007,boilerplate,0.1,4096,position_sweep
15,0.9755178,example_0007,boilerplate,0.1,4096,position_sweep
16,0.97628057,example_0007,boilerplate,0.1,4096,position_sweep
17,0.98370886,example_0007,boilerplate,0.1,4096,position_sweep
18,0.9874192,example_0007,boilerplate,0.1,4096,position_sweep
19,0.985094,example_0007,boilerplate,0.1,4096,position_sweep
20,0.99089915,example_0007,boilerplate,0.1,4096,position_sweep
21,0.99275345,example_0007,boilerplate,0.1,4096,position_sweep
22,0.99254656,example_0007,boilerplate,0.1,4096,position_sweep
23,0.9913373,example_0007,boilerplate,0.1,4096,position_sweep
0,0.9997572,example_0000,boilerplate,0.3,4096,position_sweep
1,0.9994311,example_0000,boilerplate,0.3,4096,position_sweep
2,0.99894035,example_0000,boilerplate,0.3,4096,position_sweep
3,0.99591726,example_0000,boilerplate,0.3,4096,position_sweep
4,0.99150515,example_0000,boilerplate,0.3,4096,position_sweep
5,0.9844692,example_0000,boilerplate,0.3,4096,position_sweep
6,0.98343694,example_0000,boilerplate,0.3,4096,position_sweep
7,0.9831537,example_0000,boilerplate,0.3,4096,position_sweep
8,0.9817705,example_0000,boilerplate,0.3,4096,position_sweep
9,0.97738695,example_0000,boilerplate,0.3,4096,position_sweep
10,0.97756046,example_0000,boilerplate,0.3,4096,position_sweep
11,0.97225875,example_0000,boilerplate,0.3,4096,position_sweep
12,0.9667143,example_0000,boilerplate,0.3,4096,position_sweep
13,0.9613166,example_0000,boilerplate,0.3,4096,position_sweep
14,0.97216666,example_0000,boilerplate,0.3,4096,position_sweep
15,0.9603178,example_0000,boilerplate,0.3,4096,position_sweep
16,0.9610883,example_0000,boilerplate,0.3,4096,position_sweep
17,0.97231025,example_0000,boilerplate,0.3,4096,position_sweep
18,0.9788174,example_0000,boilerplate,0.3,4096,position_sweep
19,0.97522914,example_0000,boilerplate,0.3,4096,position_sweep
20,0.9845164,example_0000,boilerplate,0.3,4096,position_sweep
21,0.990056,example_0000,boilerplate,0.3,4096,position_sweep
22,0.9904325,example_0000,boilerplate,0.3,4096,position_sweep
23,0.9879932,example_0000,boilerplate,0.3,4096,position_sweep
0,0.99973136,example_0001,boilerplate,0.3,4096,position_sweep
1,0.9996441,example_0001,boilerplate,0.3,4096,position_sweep
2,0.99935764,example_0001,boilerplate,0.3,4096,position_sweep
3,0.9980732,example_0001,boilerplate,0.3,4096,position_sweep
4,0.9965986,example_0001,boilerplate,0.3,4096,position_sweep
5,0.993636,example_0001,boilerplate,0.3,4096,position_sweep
6,0.99421906,example_0001,boilerplate,0.3,4096,position_sweep
7,0.99428034,example_0001,boilerplate,0.3,4096,position_sweep
8,0.99422777,example_0001,boilerplate,0.3,4096,position_sweep
9,0.9939975,example_0001,boilerplate,0.3,4096,position_sweep
10,0.99240863,example_0001,boilerplate,0.3,4096,position_sweep
11,0.98640144,example_0001,boilerplate,0.3,4096,position_sweep
12,0.97819924,example_0001,boilerplate,0.3,4096,position_sweep
13,0.96295047,example_0001,boilerplate,0.3,4096,position_sweep
14,0.9663193,example_0001,boilerplate,0.3,4096,position_sweep
15,0.9520485,example_0001,boilerplate,0.3,4096,position_sweep
16,0.95104414,example_0001,boilerplate,0.3,4096,position_sweep
17,0.966977,example_0001,boilerplate,0.3,4096,position_sweep
18,0.97177434,example_0001,boilerplate,0.3,4096,position_sweep
19,0.9668512,example_0001,boilerplate,0.3,4096,position_sweep
20,0.98033124,example_0001,boilerplate,0.3,4096,position_sweep
21,0.98418176,example_0001,boilerplate,0.3,4096,position_sweep
22,0.9822395,example_0001,boilerplate,0.3,4096,position_sweep
23,0.9772091,example_0001,boilerplate,0.3,4096,position_sweep
0,0.99983275,example_0002,boilerplate,0.3,4096,position_sweep
1,0.9997873,example_0002,boilerplate,0.3,4096,position_sweep
2,0.9996214,example_0002,boilerplate,0.3,4096,position_sweep
3,0.9989818,example_0002,boilerplate,0.3,4096,position_sweep
4,0.99830514,example_0002,boilerplate,0.3,4096,position_sweep
5,0.99302423,example_0002,boilerplate,0.3,4096,position_sweep
6,0.9920025,example_0002,boilerplate,0.3,4096,position_sweep
7,0.9929639,example_0002,boilerplate,0.3,4096,position_sweep
8,0.99270767,example_0002,boilerplate,0.3,4096,position_sweep
9,0.99323016,example_0002,boilerplate,0.3,4096,position_sweep
10,0.99239314,example_0002,boilerplate,0.3,4096,position_sweep
11,0.9871698,example_0002,boilerplate,0.3,4096,position_sweep
12,0.9830952,example_0002,boilerplate,0.3,4096,position_sweep
13,0.9730921,example_0002,boilerplate,0.3,4096,position_sweep
14,0.9780681,example_0002,boilerplate,0.3,4096,position_sweep
15,0.9588603,example_0002,boilerplate,0.3,4096,position_sweep
16,0.9523943,example_0002,boilerplate,0.3,4096,position_sweep
17,0.9640016,example_0002,boilerplate,0.3,4096,position_sweep
18,0.9666954,example_0002,boilerplate,0.3,4096,position_sweep
19,0.95788324,example_0002,boilerplate,0.3,4096,position_sweep
20,0.9682596,example_0002,boilerplate,0.3,4096,position_sweep
21,0.9809976,example_0002,boilerplate,0.3,4096,position_sweep
22,0.9779961,example_0002,boilerplate,0.3,4096,position_sweep
23,0.9707569,example_0002,boilerplate,0.3,4096,position_sweep
0,0.9997785,example_0003,boilerplate,0.3,4096,position_sweep
1,0.9994402,example_0003,boilerplate,0.3,4096,position_sweep
2,0.9990288,example_0003,boilerplate,0.3,4096,position_sweep
3,0.99797094,example_0003,boilerplate,0.3,4096,position_sweep
4,0.99677753,example_0003,boilerplate,0.3,4096,position_sweep
5,0.9936799,example_0003,boilerplate,0.3,4096,position_sweep
6,0.9923513,example_0003,boilerplate,0.3,4096,position_sweep
7,0.9917403,example_0003,boilerplate,0.3,4096,position_sweep
8,0.99022394,example_0003,boilerplate,0.3,4096,position_sweep
9,0.9856396,example_0003,boilerplate,0.3,4096,position_sweep
10,0.98340166,example_0003,boilerplate,0.3,4096,position_sweep
11,0.97522545,example_0003,boilerplate,0.3,4096,position_sweep
12,0.97138095,example_0003,boilerplate,0.3,4096,position_sweep
13,0.96696067,example_0003,boilerplate,0.3,4096,position_sweep
14,0.9742322,example_0003,boilerplate,0.3,4096,position_sweep
15,0.97231674,example_0003,boilerplate,0.3,4096,position_sweep
16,0.96889246,example_0003,boilerplate,0.3,4096,position_sweep
17,0.9780069,example_0003,boilerplate,0.3,4096,position_sweep
18,0.9817033,example_0003,boilerplate,0.3,4096,position_sweep
19,0.9771226,example_0003,boilerplate,0.3,4096,position_sweep
20,0.98478836,example_0003,boilerplate,0.3,4096,position_sweep
21,0.990574,example_0003,boilerplate,0.3,4096,position_sweep
22,0.99002135,example_0003,boilerplate,0.3,4096,position_sweep
23,0.9830636,example_0003,boilerplate,0.3,4096,position_sweep
0,0.9997366,example_0004,boilerplate,0.3,4096,position_sweep
1,0.9996684,example_0004,boilerplate,0.3,4096,position_sweep
2,0.99935794,example_0004,boilerplate,0.3,4096,position_sweep
3,0.99735296,example_0004,boilerplate,0.3,4096,position_sweep
4,0.9953865,example_0004,boilerplate,0.3,4096,position_sweep
5,0.99148107,example_0004,boilerplate,0.3,4096,position_sweep
6,0.991105,example_0004,boilerplate,0.3,4096,position_sweep
7,0.9910077,example_0004,boilerplate,0.3,4096,position_sweep
8,0.9891214,example_0004,boilerplate,0.3,4096,position_sweep
9,0.98937887,example_0004,boilerplate,0.3,4096,position_sweep
10,0.9879206,example_0004,boilerplate,0.3,4096,position_sweep
11,0.9814726,example_0004,boilerplate,0.3,4096,position_sweep
12,0.9769358,example_0004,boilerplate,0.3,4096,position_sweep
13,0.9728214,example_0004,boilerplate,0.3,4096,position_sweep
14,0.97586864,example_0004,boilerplate,0.3,4096,position_sweep
15,0.97343814,example_0004,boilerplate,0.3,4096,position_sweep
16,0.9706889,example_0004,boilerplate,0.3,4096,position_sweep
17,0.9773926,example_0004,boilerplate,0.3,4096,position_sweep
18,0.98204964,example_0004,boilerplate,0.3,4096,position_sweep
19,0.9771751,example_0004,boilerplate,0.3,4096,position_sweep
20,0.98031837,example_0004,boilerplate,0.3,4096,position_sweep
21,0.9828734,example_0004,boilerplate,0.3,4096,position_sweep
22,0.97992814,example_0004,boilerplate,0.3,4096,position_sweep
23,0.9659365,example_0004,boilerplate,0.3,4096,position_sweep
0,0.9997821,example_0005,boilerplate,0.3,4096,position_sweep
1,0.9996904,example_0005,boilerplate,0.3,4096,position_sweep
2,0.99941194,example_0005,boilerplate,0.3,4096,position_sweep
3,0.9985417,example_0005,boilerplate,0.3,4096,position_sweep
4,0.99765515,example_0005,boilerplate,0.3,4096,position_sweep
5,0.99366486,example_0005,boilerplate,0.3,4096,position_sweep
6,0.99292076,example_0005,boilerplate,0.3,4096,position_sweep
7,0.99273956,example_0005,boilerplate,0.3,4096,position_sweep
8,0.991835,example_0005,boilerplate,0.3,4096,position_sweep
